Tweet,Category
"well good luck with teaching the audience what to take from the movie in
already backward and patriarchal mindset prone regions of india. Bollywood not
only cover people like us but also the people who does not the 'f' of feminism",OAG
"She,, , is bloody bastered,, ,, why she is free,,",OAG
"Fuck you guys.......  
  
Homosexuality is a crime",OAG
"She should be arrested.Her Indian passport should be cancel.Arnab I am from
America,I have not seen any Indian saying bad about India except people like
her who also cannot have one husband to be with.She should be send to Ranga
Birla,. The name of kumphu kutta suits her very much.She is a dog herself.",OAG
Bad lady..Is Ranu mondol,OAG
"ONCE A FEMINIST , ALWAYS A FEMINIST , THEY ALWAYS SPEAK WITH ONE TONE - HAVIN
A MINDSET MAN ARE UGLY NOTHIN G ELSE FUCK OFF FEMINIST.",OAG
She can call herself...kung fu kutti!!!,OAG
"u have no idea what feminism stands for. veery di wedding, lust stories are
not correct representative of feminist idea. Ask a girl who get harrassed by
autowalas ricksawalas who tries to emulate kabir singh like characters.
indians r not literate enough to discriminate between reel and real. I hope ur
sister meet some kabir singh in real life than u might be able to understand
the horror of glorification of such chacrater . what is heart breaking is so
many people in comment section ascribing to his flawed idea about what
feminism stand for. whats wrong with india. do u guys really support this. do
u support domestic violence and other atrocities against women. heart breaking
seriously.",OAG
"Although nothing worng in kabir singh but you are here to do movie review not
to do hate speeches. i am seeing you from long time at start you were good but
now you just do politics rather then reviewing movies. You gained subs because
of your movie reviews not because of your political opinions",OAG
"Well done .He is the lucky one who got his revenge and taught a good lesson to
that bitch and their family members who filed false case against him.Now this
is the only way left for justice in india.Now indian bitches will marry to
innocent man to make shortcut money and have their husband as slave.If man
denies to be a slave of her then he and his famly will be threaten by false
dowry case and ask millions of money in revenge. PROSTITUTES ARE MUCH MUCH
BETTER THEN THESE MARRIED BITCHES, at least these prostitutes makes money in a
honest way and do not cheat their customers and do not spoil their family at
all but these bitches asks millions in the favors of getting fucked for few
nights and their parents who are retired and brother who is in drugs and do
not make any money then for these basterds teach this bitch girl to marry a
innocent guy and get fucked for few nights and then fuck their in laws family
by putting false dowry case so brides family can feed their self with the
money got as compromise called ""REVERSE DOWRY "".After getting money as
settlement these bitches and their family starts hunting for another man
.Indian judicial system knows everything but do not want to do anything and
makes money out of it..sure every one will get lesson because every one has
son and daughter and their daughter in law files the same dawry case against
their son then they will realize and learn the lesson.The people are too
scared to marry a girl once get married and if threaten by girl to file false
case then it will happen that people will kill her and her family before going
to jail after all once they charged in false dowry case then there is no
chance left for compromise except kill them all as only left option as JUSTICE
.so now its upto indian court what they want? do they want to keep these
bitches filling false case one by one and get killed by their husband ???or
court will have the option to do proper investigartion before arrest and if
the bride is convicted then file the case against her and her family and give
them life imprisonment because death penelty is too less for them..God save
india from these prostitute married bitches.",OAG
I hate Ranu,OAG
"Rogue Arundhati Roy, put-off ur Indian Blue passport and stand in the US
Immigration queue, U will be searched stripped left-n-right.",OAG
"Mr. Though those feminist flims are no good.but listen it's not with
marzi..watch the scene again ....and such character are not an issue...there
are people like this. ...problem is people laughing and appreciating it",OAG
"Why this Koo Koo kutta a follower of Koo Koo Kutti from the mix breed of Ranga
& Billa start barking interrupting the discussion .",OAG
I not like apu,OAG
"Arundhati Roy has a sick mind. Its not about anti bjp or anti congress... She
is anti India... And she has been so for a very long time now... I don't
exactly remember the year but I clearly remember her sharing stage with
Kashmiri separatists and giving statements like Kashmir doesn't belong to
India and the separatists were applauding her... She is a person who has
absolutely no affiliation with India... She is a scum and deserves a bullet in
her head",OAG
"Kabir singhs and feminists both group are results of a hypersexualised culture
created by liberals.",OAG
fuck dis mother fu* ******,OAG
"Looks like the libtards only get a hard on from toxic femininity in films
where  
the woman hits men,  
reject mens opinions,  
destroy their relationships,  
whore around drinking, smoking, getting off on drugs and sleep with multiple
partners...  
  
That's the empowerment that liberals want...🤦",OAG
Ramu mondol bad girl,OAG
I would not even spit on you if you were on fire.,OAG
"Disturbing to see this lady (Arundati Roy) instigating people to lie and
provide fake details.  
She is a disgrace to the nation.  
She should be given exemplary punishment so as to deter others from misleading
people.",OAG
"There are some attacks on muslim people in India, but now you are silent.
Why???? If anything goes against hinduism, you get angry, make videos but now
what happened Pratik Borade???? i think you'll reply",OAG
"Movie was Amazing.. 👌 Shahid's Acting was Excellent. Everythimg About the
movie is awesome.  
Those so called idiotic Feminists are retarded. That dumbass sucharita of film
companion kept barking stupid things about Kabir Singh but that motherfucker
liked nawazuddin's Raman raghav. What a fucking hypocrite she is.  
So called those idiotic Feminists liked Four more shots but hated Kabir singh.
Kamaal Ke chutiye log Hai. Bhaad mein Gaye aise Chutiye..",OAG
Yes and you need 2-3 more boys on your bed,OAG
"you are right but in india women exploitation and rape cases happen.... Have
you ever heard of male rape...so if we show such scenes in four more shot it
will not effect anything....but if we show such scenes against women....women
rape and explotation can happen....",OAG
Arundhiti Fu kutti should go to Kaniyya in jnu....,OAG
FEMINISTS AND LIBERLS ARE MADARCHOD,OAG
"why dint u took pragya thakur's name. because of people having mentality like
u my country is getting spolied",OAG
"Sir first of all clear all your thoughts about liberals & feminist. You are
criticizing people by giving them a name & making stereotypes that feminism &
liberals only stand against what all India wants. You have got good number of
followers please for God's sake stop making stereotypes because ppl watching
will come out & call every girl a bad feminist.  
Second point: I never watched 4 more shots because when I watched the trailer
I myself as a girl found out to be wrong therefore i didn't even watch the
whole series unlike you. You can't compare a web series with a film. Films are
meant to put impact on people & what Kabir Singh shows is disgusting because
he kept on calling preeti ki she is my Bandi she doesn't have her own
personality (i know why you ppl liked this movie because it's India).  
Third: Do you liked movie veere di wedding??????? As a girl I didn't watch
movie because it literally showed girls being a bit more sort of bad. You ppl
still comment on Swara Bhaskar's masturbation scene & troll her despite of her
acting. So my request is go get a life & stop differentiating people by
calling them liberals. Don't make stereotypes as simple as that.",OAG
This industry is totally messed and fucked up..,OAG
"That video isssss tooooo gooodddd.... it's a logical topic and a logical way
to say... feminism are bullshit... support you bare
bhaiiiiiiii🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🙌🙌🙌💥💥💥💥💥",OAG
"Feminism & liberalism @re cancer  
As I always say 😆😆😆👍🏻",OAG
"Bahut sahi bola bhai aapne ....  
I am a feminist and I hate these fake people who only judge ...  
They judge you if you want to become a mother and not work while raising your
kid .... Who find faults if you follow your traditions ..... Who will hail
characters like Lizzy Caplan's in the series Masters of Sex .... Even though
she was a manipulative person, a bad mother, a confused person who ruins many
lives around her .....  
They are just confused in life",OAG
"I would reqst all of you to report all such videos..that spreads hatred
towards anybody...if u really want peace n happiness in this country or the
world..dnt support ppl who complicates things fr their selfishness...🙏",OAG
Fuck Patriarchy,OAG
Feminism is cancer,OAG
"Don't drag liberals into this. Fake feminists are against this. These fake
feminists may identify themselves as liberals but this isn't what
liberalisation is about. I'm a liberal and I enjoyed the movie very much.
According to me this movie is the best movie after Endgame of 2019",OAG
Bad slnger ranumandal,OAG
I hate ranu mandal,OAG
"Thank you so much for this....these feminists keep talking about not
stereotyping women but when they see a fictional character they cry toxic
masculinity.... its annoying that they ask for flawed characters in films but
when an excellent example comes through they STOP GLORIFYING TOXIC MASCULINITY
... if preeti in the movie was the one stoned they wud hav loved itt",OAG
"Dude you’re the only reviewer who could get the essence of this film and it’s
characters. Those idiots who calls them reviewers and liberals seemed so
foolish and ignorant to even understand the point of whole movie. Their
hypocrisy is open just because of this film.",OAG
"These stupid indian faminists watch stupid american faminists on youtube and
try to imitate them",OAG
"Idk..... I mean how come you say that preeti is pregnant and he is not
judgemental..... Cause he is a flawfull person..... His anger issue drove him
towards alcohol and drugs.... At some point he is not at all control his
emotions and his gonna be parent..... Father.... How come preeti don't
consider that.... He is frustrated..... He can't be a good father... Even he
can't be a good boyfriend also.... When preeti needs him most he just doing
wrong things just because of anger...... I can be sympathetic for that person
but can he really eligible for being a father???? The last part actually make
me feel that it kinda lame.... I think Debdas has the better ending....",OAG
Rajdeep and Arundhati Roy both are URBAN NAXALS,OAG
Who cares the randi😒,OAG
I hate face famanisam,OAG
Fuck off libtars and chutiyanists.,OAG
@Feminism Is CANCER true...,OAG
Copy and pest .. that is wat bollywood can do ... We hate hindi Chindi movies,OAG
"Arundhati your name is ranga billa.kung Fu kutta.these 2 matches your
character",OAG
"Seems they just paid intellectuals. Their only moto is destruction and
breaking of India. Government should out such people behind bars. No mercy.",OAG
"ARREST Arudhuti Roy for TREASON. Prosecute and Execute this woman. The West
allows execution as the punishment for Treason.",OAG
Real love 🤣🤣🤣choduu .......,OAG
"movie become bluckbuster 265 cr . this is tight slapped to fake fimnist and
librels .specially to fat guy hahahaha",OAG
"And yet the first few minutes of the video are dedicated to hate comments ,
such sick mentality!!! Still stuck in medieval times,get some education !!!",OAG
Fuck you pratik on your face.,OAG
I hate Ranu mandal,OAG
"Once again..off the mark..its not necessary to look at everything from a
feminist or libtard viewpoint.Grow up. Call a spade a spade. What the makers
are trying to do,as films mostly do, is glorify violence sex and crime. They
want to shock you and awe you. The lead actor is performing obscene and
irresponsible actions. You might just enjoy the ride but such movies impact
the juevenile mind adversely. The innumerable rapes and acid attacks happen to
women by such ""committed"" lovers,no?",OAG
"Right right mere Bhai.....I'm trying to explain to all the feminists that it's
just a movie....not to take seriously....they are the one who are bashing the
film.... stupid PEOPLE just don't get it 🤦‍♂️",OAG
"I am not a feminist. But I hate this movie. Aur ha Gadhe no one opposing love
between them. The approach by the guy was wrong. If anyone come to me and try
to claim that I am his, for me it would be like bully. I would slap him
complain about him. And yes if actress of this movie would do sluty things I
would not approve of that.  
Wrong is wrong either by man or woman.  
I also do not support movie like Pink. Where women drinks do drugs and
willingly go with men in hotel. But if later something wrong happens with
them, they say no means no.  
I also do not support your video. It's a third class attempt to save a third
class movie.  
And also if anyone gives review on my body in front of whole fucking class
then i would beat the hell out of that man. You are defending that man who is
literally running after woman to beat her. That man needs medication. How the
hell he is even working at any hospital? Why didn't he got suspended from
medical college? Uske father ki place hai kya ki wo kuch bhi karsakta hai.",OAG
"Today u have lost one of ur great fan. I am sure u wont care as u have too
many people following u. U r a brilliant movie reviewer except u have a hatred
feeling towards my community which i felt in many of ur reviewer. We live in
same country like brothers. Plz do not creat differences between us. Be
neutral. Afzal, Hafiz , kasab are terroristthere is no doubt. At the same time
admit pragya too belongs to same group. U people have made a terrorist sitting
in parliament. Very shameful",OAG
"She should be arrested man as simple as that. If I have the power I will throw
her out of my country. People like this are virus to any nation. They will not
let the nation strong and united. They are the type leaders live with the moto
""DIVIDE AND RULE""",OAG
"THIS BJP GOVT. SEEMS LAME WHEN IT COMES TO TAKING ACTION AGAINST LEFTIST
LIBTARDS LIKE A.ROY, ITS TIME TO TAKE STRONG ACTION AGAINST DESHDROHI LIKE HER",OAG
"MODI CLEARLY DECLARED  
EVERY CHILD CAN LISTEN  
CITIZEN OF INDIA ARE ALL ONE  
  
OWAISI AND RAHUL  
CREATING ON PURPOSE,  
AND ARRANGING THSE KIND OF DOGS TO COME ON TV ALL ARE PAID",OAG
Why Rajdeep can't criticism in arundhuti roy media ka dogalpan.paid Media,OAG
"@Silly BrawlerYou are such a useless asshole.. Respecting every gender is
something which everyone should follow..but people like you are virus..🖕",OAG
"Time has come for total economic boycott of Muslims, don't buy from them,
either goods or services.  
There duality of thoughts and actions should not be overlooked anymore.",OAG
"HAHAHA...AAP SUN RAHE HO KHUD KO at
[3:55](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=3m55s) The lead character
is definitely a fuckboy of some 'progressive' & 'modern' girls. Though he
loves the lead girl but ready to fuck others just to cool down his lust. So
you are also supporting the same ideology just with a male character. GREAT",OAG
totally agreed...FUCK the liberals,OAG
"Bastardized Arundhati’s shop shut down so in frustration she is burbling
nonsense",OAG
"Unsubscribed you today. Had no idea you love abusive behavior towards women
that much. I feel sad for your wife. If you have a daughter, God knows how you
treat her.",OAG
"You are wasting your time while talking about such a poisonous women who
thinks she is above from the universe ,what a nonsense women she is! ,she is
living in this country try to destroy this countries' institution making a fun
of people's mandate",OAG
well she is definitely angrezi kutta,OAG
I want to fuck ranu,OAG
"I am always against feminism 👍i only watch one epi of 4 more shots . Its nut
and only produce sex nthg else i m not against sex but the way represented i
just hate 🤬well u did more r and d on this 🤣🤣🤣anyway good hehe",OAG
"This idiot doesn't even know the meaning of feminism..  
First look at his T-shirt that he's wearing...This moron talks about
feminism...chutia 🤣🤣",OAG
"I regret for commenting on your review of movie ""Period. end of sentence"" &
somehow becoming a part of your another video by giving you genuine content. I
was fool enough to be actually a liberal & not to judge anyone based on their
political ideology. This review of yours confirms that either you are also
toxic man who might have beaten women or you are supporting movie only because
some anti modi people criticized it (this reason is even worst)Moreover, being
a feminist or liberal has nothing to do with political party or ideology. I am
proud liberal & feminist who don't support extremists or separatist who
support Afzal or Burhan as well as another bunch of extremist like you who
will defend even a rapist may be, just to be anti feminist. Shame on you for
supporting a character who is kissing & misusing a fresher without her consent
but at the end he is shown as true lover. People like this are main reason
behind rapes & domestic violence & it's supporter like you are also part of
it.  
People like you are biggest hypocrite because you people will start blabbering
about Sanskar after watching 4 more shorts or Veere di wedding but proudly
defend a toxic masculinity character. If you are really honest person then
just for few minutes imagine a senior of your sister treating her like this in
the name of love. Will you let your sister to marry him at the end if she
tells you that she is sorry for all this toxicity?? Do answer if you will
really be comfortable. Making movie on such character & glorifying it are two
different thing.",OAG
"Waiting for these tight slap to feminsts..they deserve KJO type love
story.Kabir Singh best of 2k19 after URI🙌✌️",OAG
fucking lady.,OAG
ANY BASTARDS CAN ENUMERATE THEMSELVES AS ARUNDHATI ROY'S HUSBAND,OAG
I hut runu,OAG
"So true brother, ek dum sahi bola inn fucking feminists ke dhaaajiyaan uddaa
di bhai nee 🔥🔥🔥🔥",OAG
"Ranu Mandal is third class [woman.No](http://woman.no/) manners .she is not
singer .OMLY BEGGER.Ungateful Woman.She does not.know about the ABCD of the
Music.",OAG
"Even when kabir singh was unaware that Preeti is having his son he was ready
to accept other's baby and was ready to give his name though that was his baby
but still he was ready to accept preeti even after thinking she has sex with
other guy and feminists would not see this.",CAG
"@Dushant Sain EXACTLY!!!!! don't we just go to see a movie to comprehend what
the director and the story telling has to offer.... it's about understanding
the Movie not Making all the things shown in the movie to the heart.",CAG
"It Calls Uneducated Person means Unexpected Behavior 🤣😂🤣😂..
Thoko like",CAG
"By the way i myself being a 21st century modern girl, i did not watch four
more shots as i found the trailer and the interviews of the cast very
disturbing. Feminism is losing it’s real agenda i.e equality of gender, but
becoming an advocate of all sort of sexual shit. Feminism is much more than
sexual freedom, i request all my fellow girls to not get carried away by such
ideas.",CAG
"Looks like a ghost, real conjuring",CAG
"@Pratik Borade just saw 2 mins of the video you recommend and seems like you
write your own dictionary. Sorry but I would be following other dictionaries
like Cambridge and merriam webster.",CAG
"If you are a man then you are a fool of india..now women are fighting for
men...do you know that?",CAG
"hi pratik, hope you are doing well. Call it a coincidence or anything, I came
across a designer liberal page criticising Kabir Singh for MISOGYNY. Frankly
speaking I have seen only Arjun Reddy, and I was unable to find single trace
of misogyny anywhere. If these people were so concerned about women, there
will call out real tharkis in our country. But anyway they like Veere Di
Wedding and 4 More shots please. So better neglect them and let them whine
like babies. Loved the couple Arjun and Deepthi, Kabir and Priti👩‍❤️‍👨👩‍❤️‍👨.
Movie is top class. Keep up the good work 🙏😇",CAG
"Wow...pratik sir u r analysis really superb...hope more people like u exists
in bollywood critics...fk those paid critics nd pseudo femmies nd commies....",CAG
"Arundhati Roy has biggest bowls ,,,,,,,",CAG
All hutiyas one side and swetabh one side.,CAG
"All the libtard reviews are like...  
  
""No woman should watch the movie""  
""No one should like the movie""  
""If anyone likes the movie they are a terrible person"" 🤦  
  
Even if they are not outrightly saying those statements that is exactly what
they are implying...  
  
They don't care about the 10s of thousands of women who come out of the
theaters saying they loved the movie...🤷 Because they are wrong and only the
liberal feminist point of view is the absolute truth...🤮",CAG
"bro bro....😂😂😂just try and replace the girl with ur sister or anyone close to
ya..",CAG
"This is the failure of the Judicial system, they should make laws to punish
women who misuse this law.",CAG
Now arundhati roy destroyed herself,CAG
"If films influence societies then Kabir Singh marks the beginning of a dark
society",CAG
Hate this,CAG
@Pawan Kakade Dude joker sucked. Watch my review and open your damn eyes!!,CAG
"Fuckboy isn't good , but a bully isn't either. Skewed feminism is dangerous
and so is toxic masculinity. I totally understand that you have a lot of
hatred for liberals n feminists which is justified coz of what a lot of them
have been propogating but not every idea of feminism is wrong pratik.
Bollywood has a history of showing these things ""cool"", that is my only
problem with these characters. I am all game for negative characters but I
don't like them being glorified, making them look cool. I won't even start
with 4 shots, I didn't even like alia's aggresion in gully boy so it's not one
sided. As much as I enjoy your views on nationalism, our history , I didn't
feel comfortable watching this. 🙏",CAG
"As a lesbian, I wouldn't say it'll ""completely"" contribute to reduction in
population. They need to legalize 2 children policy like China did. Also, all
couples should adopt at least 1 orphan instead of trying to reproduce. Only
25% of orphans are being adopted and others will be 18 then kicked out.
They'll become homeless. Rural areas should stop reproducing lots of children.",CAG
"Tue film is amazing...sm. ppl in dis country have problem wid
everything...intrstngly these ppl dn hv any problem wid d things that r
actually wrong...",CAG
"I agree with you but I have a point too. Before elaborating my point, I want
to let you know that I'm here after seeing the ""Joker Movie analysis"". I
firmly believe the male character in Kabir Singh was irresponsible and doesn't
have any reflection with real life or practicality. As you said in the later
part of this video, ""if you're in relationship and your partner is self
derogating then run as fast as possible."" Don't you think this line defy your
Joker analysis, where you appraised/empathize Joker's mental state and called
the movie INCREDIBLE. But in this part you said to run ftom such type of
person, if we all keep running from person who're mentally ill then were would
our generation will end up. I'm not saying this all because I like Kabir
Singh, I'm saying this because I have depression, anxiety and personality
disorder. In the movie ""principal"" told the class about his Anger ma0ement
issue.
Kabir also has emotional/mental issues but I guess you didn't observed him
precisely as much as you observed Joker. As per WHO, one in every 20 Indian
suffer from depression; 5 out of 100.
Hope you understand what I'm trying to say. Peace ☮️",CAG
"Hitesh Kumar see here in youtube some misandrists are commenting using fake
I'd.Some female misandrists are a snake of two face that means they says that
498 must be banned but they work for developing laws against men.This type of
misandrists are just a spy of radical misandrists.They are doing drama of
gender equality at daylight but at a secure time they change their form.Those
are the misandrists in the coat of gender [equality.Be](http://equality.be/)
careful from them and try to identify them.They just watching us to provide
the informations to the local misandrists in the form of gender
[equality.Like](http://equality.like/) a spy uses beard so that he cannot be
identified.Sometimes those misandrists make id using photo and name of the
boys",CAG
"Let AR use her name as range & billa and fill the same name when applying for
her Visa to any overseas countries  
Why our govt is napunsak and not revoke her passport/visa or even arrest her",CAG
"Now, remember these English speaking monarchy minded Congress and hippocrate
Communist have to polish shoes of common people and they will get room below
shoe to take rest.",CAG
"Didn't see a video so demeaning of lgbt and women alike... U guys should be
ashamed! Which day n age r u living in? Hope I cud spam such videos.",CAG
"@Pratik Borade bro i have master's degree in physics from IIT kgp. Seriously
dude you should reads books. I am not even laughing at you. I feel pity . I
feel pity for myself for wasting my time on some dumb YouTuber. Hasi ka patra?
Some one pls just kill ",CAG
I m thinking that u r reviewing a movie or just using it for poltical agenda.,CAG
"Nikita Tiwari hey miss nikita are you one of them who is lesbo and want to
join army ?or in your fmly any member is there who is gay ? My middle finger
salutes you .thnks for commenting🤡",CAG
"What about conservatives don’t be one sided every side is corrupted and has
ignorant people",CAG
"The basic ideology behind Liberals and Feminists is not wrong but a lot of the
people who consider themselves representatives of these ideas are in wrong.
Everyone always remembers that",CAG
"What a vacuum minded witch, product of May be so called Ranga-Billa. Such mean
people gets Bookers Award, Disgusting!",CAG
"I agree with this girl's comment if God does not punish them then who are you
people pandits and molvi sahab's do it secretly and padri sahabs does it
inside churches world wide hahaha hypocrites",CAG
"Everyone should go and watch this film . It is the big slap on these useless
people.",CAG
"Government waiting to interfere with all it's intelligence to keep her mouth
shut for ever",CAG
"Take notes from fight club , Tyler durden is the badass and coolest character
Ever , but the writer only says he is the negative character and not a
character to take inspiration from but in Kabir Singh things end up in favour
of him , telling be like Kabir Singh it's nothing wrong",CAG
"I just hate this movie though I have no hatred or doubt about Shahid acting .
He really nailed his role . But this kind of movie is not made for India.
Bollywood is producing nothing just crap movies with a small pinch of 'love' .
They need to grow up .
Even Indians need to grow up too.",CAG
That is not ranu mondal fault... That is her Educational problem,CAG
"If you still think Bollywood is GARBAGE then see the trailer called
""ADVENTURES OF SRIMANARAYANA""",CAG
'toxic' is the new 'sexy' 💪,CAG
"By filling our lungs with smoke and then dying to cancer? You mean that's how
men should be",CAG
"I love films like kabir singh. Why? It reduces the competition. After watching
KS many tee0ers and also adults started following him. They just destroyed
their next 3-4 years. Competition over.",CAG
Sucharita you are ugly but atleast don't bark ugly about some good movie,CAG
"As long as India entertains Bangladesh we will have such problems.
The names of the accused shows how one religion that wants to impose their
teachings on the society, itself is corrupted.
This case really shook me. WB administration also did not support the common
man, whether it was madhyamgram, kamduni or park street case.
I m ashamed",CAG
"People who says that ""movies don't affect in real life"" don't know that we are
Indias and we made temples of actors and we prey them like a god.",CAG
"She is provoking peoples against government by saying we should not give
remaining 4 years time to current government...!  
  
She is a thread to National security... Opinion are welcome but without any
significant proofs you can't say anything... We support BJP & Modi ji in every
possible manner....!!!!! 🇮🇳🇮🇳🇮🇳🇮🇳",CAG
Supreme court knows how wife misuse law.,CAG
"I was on verge of being impressed by your (queer) perspective of almost all
other movies like Raazi and Mulk coz I had opposite take on these 2 movies.
But this one knocked me off. I m done. I can't continue further. God bless you
and your subscribers.",CAG
"Y u r calling this chutiya chopra in debate. He knew nothing. I can't even
gabr him job of poen n my office",CAG
Back to railway station,CAG
Glve the weapon in the hands of girls then see the result,CAG
I think she is mental.,CAG
T series and Indian is really gay,CAG
**I stopped watching bollywood movies after watching gangs of wasseypur**,CAG
I think you are very depressed. You don’t understand ‘consent’,CAG
true brother...70% bollywood definitely chutiyapa.,CAG
Perfect name for bollywood is porn Wood or copywood 😂😂,CAG
"No terrorism or any natural calamities would be needed to destroy the
mankind..
If people will like, appreciate and idolize such characters, destruction will
happen automatically eventually...",CAG
Feminists = Modern age facists,CAG
"Also it depends on the audience how they take the movie. Actor was a freak and
because of that he had to deal with the repercussions but people fail to see
that but condone the dominant behavior of the actor. Also don't count every
feminist in that stupid category. I appreciate the romance but not the madness
after breakup.",CAG
"@moon star There are some unwanted guests in your house... only you n your
wife are earning ....working hard to improve economic conditions of your
family.... how long will you keep these guests who came uninformed... using
your and your children's resour",CAG
Ranu mandal is very bad woman,CAG
We should never suppress a totally depraved wacko like Arundati!,CAG
"feminists talk about rights all the time it would be awesome feminists as well
as non feminist also talk about responsibilities",CAG
I wonder what feminists have said after watching fifty shades trilogy,CAG
"I can relate this to some extent with us. I don't understand the motive of
this type of girl and their parents. They themselves are parents how they can
be like this....? How they inspire their kids to torture other fr no reason.
What is the purpose of their life???? It's beyond my understanding.",CAG
"Dear Brothers and Sisters,  
I hope you all get my message well.  
Last year in April I have arranged for my sister's wedding. We all were happy
and had provided some gifts in the form of money and material to (as per their
demand) bridegroom's. After few days of marriage she was beaten by her husband
and in laws for dowry. We tried many times very carefully because we are from
Brahmin society and we can't break marriage. Then after we gone to many times
police action and other things but when we go for these actions they become
innocent and after few days they again start doing beating and torture to my
sister. One day she told ""Bhaiya if I will stay few more day, I will die
because of their torture and painless beat"". Then I have decided to go for
police and justice. We have lodged FIR after so many resistance of police. We
have almost 10-12 wandered for FIR. In May 2017 finally FIR done. But then
police took lot of money from them. Police didn't took single action against
them so that they can feel guilty about their did.  
  
HOW CAN ANYONE SAY POLICE WILL TAKE ACTION SERIOUSLY? NOW POLICE HAS MORE
CHANCE TO DO CURRUPTION.  
  
IN INDIA DOWRY IS STATUS. I CAN BET 99.99% OF MARRIAGE CASE BOY WILL NOT
MARRIED WITH GIRL WITHOUT DOWRY. BECAUSE DOWRY IS NOT ONLY DOWRY IT'S STATUS
QUOE AS WELL.",CAG
"The so called feminists try to be superior. They are afraid of equality.
Please,bring equality. That's important and beneficial for society.",CAG
"@Ekta Saikia First of all if my words were harsh then accept my apologies...i
am a researcher in engineering by profession and i just believe in the facts
and technical reasons only. so, the behavior of any male is completely depends
on how his parents ra",CAG
"Other than liberals and feminism the movie has lots of loopholes....if you
don't agree comment back",CAG
"@Devanshu Dodiya it's not about seeing from someone else's perspective it's
about understanding other's perspective......read this twice and think
carefully",CAG
Shame. Such a shame on your part.,CAG
"Totally waste of time.... This is not a movie review, not at all.",CAG
Hello bitch lasagna.,CAG
"Awesome tha sir loved it  
these so called famists are ruining the value of relationship and meaning of
commitment",CAG
"Whoever made this video, will take birth as transgender in his next live. I
wish.",CAG
"Do you know what feminism really is????? I think you are only aware about the
pseudo feminism.and you think that feminists are doing bad for society??
Really?!!!😂😂",CAG
😂😂😂 Who made her advocate of supreme court,CAG
Agree with you!! Nowadays femisnists do such things just to get attention!,CAG
eunuch to eunuchs,CAG
"Item songs are ruining our culture.
1 girl is dancing among too many men. It's a so pathetic. and insult of women.",CAG
I think she is half mad.,CAG
"First stop aborting and killing daughters before birth and stop throughing
them in dustbins then you will have many people for trying",CAG
"There is nothing that I can consider as dance. It seems gradually after few
moments someone feels chulkani & khauzani.",CAG
Blind law = Foolish law,CAG
"**Few chutiyas will still speak Shit, they will say it 's not Shahid's Fault,
look at the Acting skills of Shahid, he was just playing a character of a
spoilt brat, territorial, possessive, self destructive, angry man....dont take
it too seriously, just enjoy Shahid's Acting**",CAG
"The problem is not the slap scene... the problem is glorification of it!!! And
on top of it in your own words you said that it is not necessary that men
should always be portrayed as saints in movies accordingly it is not necessary
that women should be projected as pure and innocent! Since men have enjoyed
the screen space in movies from the inception of movies and gotten away with
projected as heroic and manly for molesting, suppress or objectifying women,
let our leading ladies have the fun!! Or else let wrong be wrong , no matter
which sex it comes from and stay neutral rather than justifying a male
character and further inflating male ego and their superiority complex!! But
on a more serious note I don’t think every liberals or feminists comes from a
place of hating men just like how every conservative does not come from a
place of hating women!! Let night he ideologies be used where they are
needed!! Why do people have to be so rigid, timid and regressive as well as
extremists in following an ideology ( liberal or anti-liberal) for that
matter!!! Let’s be more welcoming of change for better and accommodating of
age old traditions which are actually good and holistic!!",CAG
They are bhaavook emotional chutiyas!!!!🤣🤣🤣,CAG
"They can redeem themself by releasing another movie from pov of preeti showing
all abuse and her being dumb.",CAG
"I have watched this movie yesterday i don't feel anything wrong but the way
kabir approaches priti was not good.",CAG
"@Sam J i think, either you don't know english or you simply don't want to
understand. i clearly said that i love equality and also answered you when you
asked about superiority that i never consider myself above any women or men as
i believe in equality. ",CAG
"Lutyens go to hell  
But Baniya modi shah go to the center of the earth. They are disgrace to
humanity. Gandi soch on hindu muslim of baniya modi shah",CAG
"@Kya Bolta Hai thanks bro. But I don't want to watch a movie which glorifies
alcohol abuse and toxic masculinity. The trailer itself creates anger in my
mind. Better to skip it. Don't have anything against others who watch it.",CAG
Overacting,CAG
"According to them it has a bad impact on society as it is glorifying alcohol
and drugs..like after watching gangs of wasseypur people started killing on
roads randomly 🤣",CAG
"South Indian movies also remake Bollywood movies , but yeah most flims of
Bollywood now are shit",CAG
@Pratik Borade Lekin Pratik sir I am against glorifying him,CAG
She must have a Pakistani father whose blood she inherited.,CAG
"What the fck ""his"" lol stupid i think its her",CAG
"cont... Our extraordinarily lethargic and incompetent judiciary drag these
false cases for years though they very well the truth. All these years
husbands and their family members live life like hell. They are blackmailed,
extorted, threatened of life. And all this in the name of fake empowerment of
women because this serves halwa-poori to the senseless Feminists. Why the law
should be gender based and not the crime based? Look around honestly and see
who is more victimized: men or women.",CAG
"Completely honest review. We need such honest people in today's generation who
can show us how these industries are brainwashing the youth. Twisting the
emotions and feelings just to propagate their sick agendas, and make more
money. Humanity is at stake. We need people like you to keep the youth on
track. Well done sir.",CAG
"Beautiful movie and I don't care about the social impact. If you think like
that movie like joker martin scoresee and others movies will be bad",CAG
