Sentence,Category
"I salute every working woman who spend quality time with kids and excel at workplace too. Being a homemaker is her choice. That's it. I'm skeptical how magnanimous she may be to accept her husband's choice if he intends  to be a homemaker. 

Men also have equal rights to be at home or work. Most of the parents look for a groom who earns fat-some so that the woman gets the privilege to stay home.  Nobody is born to work. Irrespective of the gender, if one wants to take a backseat in their career, it's the other one's responsibility to take lead. Being a homemaker is one's choice and that privilege can be taken by both man and woman.",CAG
@Ritwik Sinha perfect Ã°Å¸Ëœâ€š,NAG
It is high time the Indian military to take some retaliatory strikes to check Pakistan from misadventures.,OAG
congrats kohli its 50 by chiku @imvkohli #indvspak #indwins,NAG
"Sir,, I'm agree with you..",NAG
U r rock jo aapne kha everything is ryt,NAG
Noodles head...,NAG
Modi 2.0 Must Check the Sangh's Role in Generating Politics of Fear writes @mkvenu1,NAG
Selfie is in! Share yours using #SelfieWithModi & see what happens https://mosaic_narendramodi_in,NAG
@gulyousaf @madam_robena g yahi tu me keh rahi thi is me koie shak nhi k younas great player hy #indvspak,NAG
BJP refused to fill govt job vacancies Congress will fill 24 lakh vacancies by 2020. BJP only gave loans to cronies @INCIndia will give interest free loans to students. PM #Modi gave the youth pakodas @RahulGandhi ji will give them the jobs they deserve. #NyayForUnemployed,OAG
"Rajit Raja China aint communist now, only aperson with ZERO knowledge of economics will categorise it as communist.",CAG
great show,NAG
No matter what world think. These potystani love their terrirists. Plz ask them where usa killed osama. They will denay it too,OAG
"Gandhi Killer Ram (Nathu) Temple in India......

Big Shame 4 India........",OAG
Why is the rail neer plant of Amethi which was announced in 2010-11 rail budget in this state today?,NAG
msd-the legend '' @dhoni_fangirl captain interacts with media after winning #indvsuae ÃƒÂ­ Ã‚Â½ÃƒÂ­Ã‚Â¸Ã‚ÂÃƒÂ¢Ã‚Å“Ã‚Å’ÃƒÂ­ Ã‚Â½ÃƒÂ­Ã‚Â¸Ã‚â€ž http://t.co/og9orzrgzz'',NAG
Your history is the history of cheating and lying and enchrosing into others  right.,OAG
You are Right Vhaiya.,NAG
Haha one dislikes is done by sandeep vanga reddy,NAG
"Pralay Kanungo writes â€The Rise of the NaMo Cult and What Lies Ahead for 'New India'""",NAG
"Well said.... Now sonu not having  songs to sing... Like road side father he is singing his old songs.... Let give some rupee coins to this fakeer. Chief publicity, mentality person is sonu nigam",OAG
FIR should be registered against MLA.,CAG
"Is this the same Vemula who faked he is Dalit and was milking the country, enjoying benefits meant for others?",CAG
"Whichever party comes to power in Punjab, the centre won't let it function. Only bjp will get support from the centre. Delhi has been neglected due to this",CAG
ohh lala ohh lala tu hi meri fantasy #indvspak,NAG
After few years rape will also become positive activity...,NAG
just for cheap publicity. KRK knew his stature is of a ditch worm so better to make atleast some by criticizing Bahubali2.,OAG
nice drama....,NAG
"Kwid is worst vehicle, has plastic oil chamber which leaks and engine gets Seized which is non serviceable. Problem not covered by insurance companies nor covered under warranty. Needs engine replacement which costs mental health and nearly one lakh rupees. Please search Google for Kwid engine seize problems.",NAG
Thank you for enlightening us.,NAG
"why isn't she arrested. She must be put behind bars & prosecuted for sedition
& punished as per law .",NAG
"what's communal here bro??
are nt we living in a democracy to speak ?",CAG
#ENTERTAINMENT: We know #KanganaRanaut left you baffled if not angry and we know exactly why. Karan Johar,OAG
Respect,NAG
"U can hate Indian government for ur personal reason, but they are trying to make a change and are successful to some extend . Appreciate it . Don't be an idiot",CAG
"Sorry to say, it happens with every state. People are divided in their mind with us v/s them. You go south, they don't like north and you go east, they don't like west. The only way to resolve this is by bringing a feeling of being one nation one people and that can come from the top...policies of government.",OAG
Insane guys.. goons shuld be punished,CAG
"rural india is not a promotional material for cnbc tv 18

come on do things with nobility ...come on spartan , prepare for the glory , do not kneel before xerxes , who may give you gold and silver ......lets live for glory of the great nation  ....land of sparta rejects the plea of persians",CAG
"Some things are true but i feel he is exaggerating. Har kisi ki personality ek
nhi hoti. Some people are impulsive",NAG
Few people would get a mandate like Modi's. But he will always be remembered for his really long list of failures. The Akhlaqs Junaids & Rohiths of India will not be forgotten,OAG
"Arandhuti Roy is a person who do not believe in the concept of Ã¢â‚¬Å“Union of
IndiaÃ¢â‚¬Â and her sovereignty and territorial integrity.  
Mr. Chetan Singh , if NPR introduced by UPA was clear and perfect then why it
was not implemented. Please accept failure in non implementation of NPR by
UPA.",NAG
ISI agent bjp IT cell.... Bhopal n shivraj sarkar,OAG
Bad slnger ranumandal,OAG
"Amazing Ã°Å¸ËœÂ video..
100%true .
Nyc thought.",NAG
"I am sorry to say, some people, not necessarily bad people, get energized by
opportunities for anarchy. Burning the place down is not the way to build a
bright new society.",NAG
baap baap hota hey beta beta i# #indvspak,NAG
She is not a perfect celliberity,NAG
Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š did u say the same thing when kejriwal was slapped or he was inked ?,OAG
"Great . I was wanting u to make video on this. Shahid acting was good. But
movie can provoked many teenagers.. that is nt good",NAG
Yeah right,NAG
Thankx bro,NAG
Could have planned better to reduce impact to poor people.,CAG
nice dada,NAG
Laura from reality.,NAG
"True to nature ! RT ""@WSJIndia: Narendra Modi celebrated his first month in office with a self-congratulatory blog: http://on.wsj.com/1pGV1zt""",CAG
"Nice acting, special check shirt guy who went to collect the information, and
while hugging after bathroom story.....lol",NAG
Our forefathers were wise. They kept money with them only.,CAG
Laxmikant Jagabathuni Aeysha Mahmood Ashlyn Thampy ! Theresa Patel- won't make sense to you but you can still get a tag Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š xx,NAG
Pork is available in plenty of shops here. Nobody cares. Those who are concerned too much about pork can have it at cheap rates. No dietary Nazis are allowed here.,CAG
Righttt,NAG
Neither khujliwal nor this Anna is worth of anything..both are hypocrites,OAG
about quote fits to all states on inadequate knowledge on GST ..central-- over and above knowledge on GST -aristotle a real turtle,NAG
Why the govt is allowing her to spread hatred against India ?,NAG
Shame for u for writing such comment. Try to have full information before writing this. Don't support cow smugglers.,OAG
The electoral result is a victory for the BJP: Amit Shah,NAG
Modi's first press 'appearance' just before his 'dissappearance' from public life. Apart from the fact that he answered no questions his body language gave him away. 'Ab Kya phir se Chaiwala banna padega? Ya pakode talne padenge?',CAG
No. We want the ban nation wide including exports.,CAG
Cheap publicity stunt to stay in the news.. Nothing else... Get a life man!!!,OAG
"I don't know how i came here ....  
But this channel is great ..  
Bhai mein dum hai yaar ..Ã°Å¸ËœÅ½Ã°Å¸ËœÅ½Ã°Å¸ËœÅ½Ã°Å¸ËœÅ½",NAG
Pakistan has been violating cease fire it should be accountable at international level,NAG
Yes,NAG
Www,NAG
parenting ...? indian versus western ..go to the roots sherin,NAG
jab sunday ko team india se pakistan takrayega tab stadium me sirf tringa laherayega #cwc15 #indvspak #worldcup http://t.co/dfhwom137b,NAG
And this road show is without Kejriwal. Modi losing. despite best efforts of Media,CAG
Arundhiti Fu kutti should go to Kaniyya in jnu....,OAG
Does everyone has to sing like this before they buy this bbike ???,CAG
Spoiler alert at [3:30](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=3m30s),NAG
Great job well done,NAG
"I respect mira, her choices, homemakers a lot but she shouldn't insult working women who continue jobs after marriage and kids. Every mother loves her kids, everyone's situation,dreams,conditions, methods are different. Crores of middleclass wo.en work by choice,some by situation,they dont think they are dog mothers,their kids will punch if someone insulted their mothers hard work by this way. These days Kids are independent,tough so does mothers . Everyone has right to make their career,follow dreams,goals,passions, families these days help working women in chores and childcare.",CAG
Hi friend,NAG
who all want Shwetabh Gangwar to make a movie? Ã°Å¸â„¢Å’,NAG
He shouldn't be sing anymore o think his fed up now looooool,OAG
Get a sound proof hime if you can afford. Would be hard to live with a mediocre voice in this era,CAG
"Bjp puppet, all drama & lies, idiot oldman trying to cheat people, but we know your ugly face..,",OAG
"Saif Ali  just trying to defame Modiji , #haters",CAG
Tere naam was 100000x better thn shitty kabir singhÃ°Å¸â€˜Å½Ã°Å¸â€˜Å½Ã°Å¸â€˜Å½Ã°Å¸â€˜Å½Ã°Å¸â€˜Å½,NAG
Will 'PM' Rahul always seek mummy Sonia's advice?,CAG
Damn boring episode !!,NAG
time will tell. arrogance or truth. but then you would not be able to undo what you have done,CAG
Is it a surgical strike ....Lol That was cowardness by pak.,CAG
forgiveness is different from forgetting which is what Indians are guilty of - http://tehelka.com/,CAG
The joker is really funny.,NAG
Deport her to canada sge has earned more than required in india,OAG
lol video,NAG
Ninda se ksm nahi chalega ab kya ho gaya modi bhakto ko,CAG
"In the Shewalwadi village shops, I live in Pune, most of the small shops started accepting payments through PayTM or card payments. Few are still banking on cash..",NAG
Abhi thodi der me modi ji tweeter SE hamla karenge modi ji desh ko chinta karne ki jarurat nahi ha,CAG
"Sea Change she is now telling that man like jahangir bhi is dangerous and in
the same mouth she is telling that jahangir bhi is right.I am also a girl but
not like her.I think she supports sec 498",NAG
keep calm and believe #kohli ! ! inneram payan veri yethittu iruppan! ! #indvspak,NAG
"Nupur sharma did a Smriti Irani over here by alleging that Arundhati Roy is
imploring the people to name themselves after convicts of a murder-rape case
of 1978 , I mean I wasn't aware of this connection of Ranga-billa until she
brought it up. The levels of drama in these BJP people is something else.",NAG
Is  Digvijaya is Indian or Pakistani. Always he talks rubbish,CAG
"Work on to convert 11 rivers into waterways, starting with Ganges: Nitin Gadkari",NAG
"Meeting between two Religious Fundamentalist Leaders with contrasting religious focii  astonished me!  They buried SECULARISM. the principle that unify people. Perescution, deprivation, oppression, margianillastion, torture and hatred -all these actions are meted out to the minorities in these countries and these leaders are ICONs in their countries..",OAG
"Not only Muslims, all religions should ban loud speakers.",CAG
Right action mr modi new channel dog neta ko show me mt invite Karo jo desh ki sena ke killf bolta hi wo neta desh ko gadhar hi,OAG
I thank EC & entire election staff for their efforts in conducting 2014 Elections: Narendra Modi on his Blog http://narendramodi.in/,NAG
Good toking,NAG
She is a dangerous element for our country'.kindly expose her.,NAG
WATCHING NEWS ON THIS ISSUES - INTOLERANCE IS CLEARLY VISIBLE.,CAG
If planned rioters can be CMs & PMs than an MP who has just slapped must not be an issue. The society gets leaders which it deserves. #HinduTaliban,CAG
Gadha is more hard working than man,CAG
Demonitization will b successful only wen we get rid of pollution.. Traffic.. Only wen we have good roads..transportation and infrastructure..real estate bubble shud burst...aftr payin so much tax..  A common man expects atleast this much..,CAG
Communist Donkey,CAG
"Agree with you Sheikh Asadullah
But in India there is total non-respect  for ladies - # of rapes; brides bullied for dowry etc
This must b addressed at a national level",OAG
Our present difficulties unlike those of Europe are not the creations of materialistic zealots but of religious fanatics. Maulana Azad died today in 1958. Remember him for his unflinching faith in united India and fight against fanatics of all hues. #MaulanaAbulKalamAzad,NAG
Iam agree with you bro Ã°Å¸â€™Â¯,NAG
I love you girls awesome video i am girl,NAG
How can someone produce bills for gold received from our ancestors,NAG
"@Ahmed Razeen: what exactly are you talking about?  Kejrijoker is clever, seriously? It's called cunning. kejrijoker made personal comments on others for which Delhi people are paying price in crores!!! He hosted VIP dinners for AAP supporters for which a",OAG
you terrosit coem from Arab do not have rightt os peka on India ok.,OAG
Mr. Macchiwala I have spoken to Muslims in Gujrat and they were thankful to him because he saved their lives. I don't know where do you get this idea that Modi is responsible for riots.,CAG
M gay n proud of myself,NAG
tt uk 08:24 1.#thedress 2.#ausvnz 3.#nzvaus 4.#watson27 5.#indvsuae 6.jihadi john 7.boris nemtsov 8.spock 9.starc 10.cage,NAG
My friends ask me why some times I waste my time in engaging with these paid trolls and retarded bigots. I see their point but some times this desire governs me to show these imbeciles that though decent people don't react rudely to indecency but it doesn't that they can't,OAG
I want to send some bangles to all BJP leaders including Natendra Modi...!,CAG
"My column in @ttindia on how ""Modi Hatao"" worked as badly in 2019 as ""Indira Hatao"" had in 1971; how the nation has once more become captive to a cult of personality; how the recasting of India as a Hindu State is deeply worrisome for the Republic",OAG
"8505050887#get_immediately_solution_for_your_all_problem_contact_now & whatsapp
Vashikaran, love marriage, love problem, family problem, husband wife problem, business problem, child problem
#solution_with_100% guarantee",NAG
@NO1_PATRIOT : Unfortunately Nehru in 1954 and Vajpayee in 2003 signed an agreement to recognise Tibet as an integral part of China,CAG
"His career is in the declining stage now . Out of frustration, he speaks this illogical and communal stuff .,",OAG
True my friend,NAG
How to save yourself from embarrassment: Whenever you read any news about these 5 issues: 1. Cows 2. Crimes against Muslims/Dalits 4. Lynching 5. Compromising of institutions. Take a pause wait for couple of days 9 out of 10 times the news will turn out to be absolutely fake,NAG
"@Piyush Garg you dont know anything about specific personality, stfu bitch",OAG
Seems that @arunjaitley couldn't last out in the Varanasi sun! So writing a blog is easier than sitting on dharna! #BJPDrama #AAPKranti,CAG
very bed,NAG
"when they pelt stones on army wa will u call that?
does army men have no life?
but asking a pig from a failed country is useless",OAG
I would appreciate justin beiber today rather than this performance,CAG
True lol dude,NAG
he is a hero,NAG
It's better to leave this fellow to seat in BJP's chair if he is allowed. Now even Bhakts are not interested.,CAG
Why our Institutions our Democracy our Republic & indeed civilisation itself has been threatened by the Modi govt. What has happened to the Judiciary & corruption there. Why we need a robust people's movement to reclaim our Republic. I explain in this podcast,CAG
God bless everyone. I'm not a Hindu but still I can't eat beef. When will this forced religiousness end in India.,CAG
Partha bro....your comment smells as if you like the concept of killing,CAG
@ArjKadya @Bharat_Untold Life's not black and white. Politics doesn't come in the way of a civilised chat. My friends and I don't allow it,NAG
@ahlade @Panda_Jay No. The state has no business getting into people's bedrooms,NAG
Yogendra yadav is a v dear friend and a v valued colleague. Had long discussion with him,NAG
"Great PM Ji 
We also need 
1 Simple Taxation Laws
2 Full time Electricity 
3 High Speed Internet 
4 Honest Government & Bank officials",CAG
Those who thought and bragged it would be walkover for Modi in Varanasi would regret later why they said so,CAG
You are nice boss,NAG
"Plz don't open ur trading account with samco..
Thay r unreasonable with their services. .",NAG
Superb move......superb execution of the plan..... black money u better beware of India,CAG
Sir what is the best buying price for moil for long teem,NAG
Hemant Karkare's wife turns down Modi's offer https://indiatoday.in/latest-headlines/story/hemant-karkares-wife-turns-down-modis-offer-34231-2008-11-29 via @indiatoday Modi made an unseemly trip to Mumbai to hog the headlines Karkare's widow refused his cheque significant this snub in fielding #PragyaSinghThakur,CAG
"Ban loudspeakers at religious places like temple,mosques,gurudwaras etc, ban crackers during diwali or allow eco friendly crackers. Allow only skin friendly colour during holi. 
Religion and devotion should be limited to oneself. It's effects should not be imposed on others in the name of secularism. 
Actually Sonu Nigam raised a good issue. It is just that he told about only one community, so people are overreacting at what he said.
Please let the country run by common sense instead of religion.",OAG
This is just the tip of the iceberg. ..everyone of the sasi group  is neckdeep with black  money. .raid  everyone ..,OAG
You are talking theory but in practice it is not followed.iPS & IAS are nothing in front of these Honorable MLAs. They even slap and abuse them in front of their subordinates. This MLA was so nice that he has not used any bad words. IPS officer should thank the MLA for not using bad words.,OAG
All the khans feel murdered......money printer or hoarder of black money.....,OAG
"Gupta G... Don't look injustice for women from  one angle and I'm not here to support triple talaq. 

     You say, is alcohol ruining the families or not???",CAG
Good going girl.. you should give Bjp a chance to serve your state at least for once. UP needs immediate change in its government... and Bjp is a good choice !!,NAG
Some Media reports have claimed that AAP is willing to support third front. There is no question of supporting any front or coalition,NAG
eeeeeeeeeÃ°Å¸ËœÂ bhuvi is back wit a wicketÃ°Å¸Ëœâ€ Ã°Å¸Ëœâ€  @bhuviofficial Ã°Å¸Ëœâ€¡ #indvsuae #cwc15,NAG
Shri @narendramodi ji bid farewell to his home constituency of Maninagar. All citizens & karyakartas became emotional,NAG
"Mutilating the dead bodies is a war crime under Geneva Conventions. Allegations of Pakistani forces mutilating the two Indian soldiers today are serious and should be investigated impartially. Indian soldiers in the past themselves have been involved in mutilating the dead bodies, not just of combatants but civilians too. In March 2000 at Pathribal, 5 civilians were killed in a stage managed encounter and their bodies burnt, to avoid recognition. The CBI investigation charged a present Indian army General as an accused but army scuttled the prosecution. All such war crimes should be investigated and the culpable punished, whether Pakistani army, Indian army or even militants.",CAG
Perhaps AAP could field Ghuggi or Bhagwant Mann here...,CAG
nonsense Taklu,OAG
Any one who is more foolish than AK would be his voters Ã°Å¸Ëœâ€š,OAG
@pumacricket #pumatimeout #indvsuae no oneeeee to take selfie todayyyyyyy oops,NAG
rt sirjadeja: just missed my triple century by 297 runs. feeling sad. :'( #indvspak #pakvsind #indwins #cwc15 #Ã Â¤Å“Ã Â¤Â¯Ã Â¤Â¹Ã Â¤Â¿Ã Â¤Â¨Ã Â¥ÂÃ Â¤Â¦ #febthe15th,NAG
"' Only murderous cpm is secular'
what a joke !",OAG
"Jaswinder Bhai y this stupid question from me....I m not a bjp or rss man......

Rather I think u AAP guys should be happy....coz the campaigning by large number of big wigs from bjp for just MCD elections, is going to help Kejriwal only & create a negative image for bjp - ke saara kaam kaaj chod kar Municipal council elections me lagge hai......... I as a Delhi sensible Delhi citizen would take it negatively.....

So instead of abusing........ u AAP guys should thank BJP for this foolish move.......coz it will again strengthen the image of Kejriwal/AAP only at national level...",CAG
Spoke to Nitin Gadkari today about scrapping Sethusamundram Project and declaring Rama Setu as national heritage monument,NAG
"Kashmiris can't tolerate Hindus living in valley, they threw 5 lakhs hindus from valley in 1990s
And I am surprised that there is a temple in Kashmir with loudspeaker ?",OAG
"EARN MONEY FROM ANDROID MOBILE WITH OUT INVESTMENT 100% FREE APPLICATION KNOW AS CHAMPCASH.

1.OPEN PLAYSTORE ON YOUR ANDROID MOBILE TYPE CHAMPCASH INSTALL IT.
2.PUT REFF ID 4401640 or 2908054
3.INSTALL ALL APPLICATIONS 1 BY 1 AS GIVEN THERE ACCORDINGLY. 
4.YOU WILL GET A LIST OF MAXIMUM  10  APP TO  INSTALL AS SOON AS YOU COMPLETE THIS PROCESS YOUR CHAMPCASH APP WILL OPEN AND YOUR REFF ID WILL GET ACTIVE  AND YOU GET 1$ BONUS.
5.THEN GO TO INVITE AND EARN AND START REFF OTHERS.
6.WE GET PAYMENT IN 3 WAYS 

1.BANK ACCOUNT REDEEM IS MIN 10$.
2.RECHARGE LEAVING THE BONUS AMOUNT 1$ .MAX 50RS RECHARGE PER DAY.
3.WORLDS 1ST COMPANY WITH 100% FREE WITHOUT INVESTNMENT CONCEPT .
NO LIABILITY 
NO MONEY ROTATION 
NO PRODUCT SELLING

HOW DOES THE COMPANY GIVES MONEY WITHOUT TAKING ANY INVESTMENT ?
ITS IS GENERATING MONEY FROM THE ADVERTISER WHICH YOU INSTALL ON YOUR MOBILES

PUT REFF ID 4401640  or 2908054

Earn More Panel : ...

Features :

1. You Will Earn Every time you Install App.
2. You will Earn Every time Your Team Members Install Any App.
3. You can redeem it Instantly.
4. You can Earn a Fixed Income through Earn More Panel.
5. We are First Company in World Who is Giving Re-Purchasing Income From team without Any investment.

How Much You can Earn Through Earn More :

Suppose You Have Team of 5000 Persons upto 7 levels and if 5000 persons installs 2 apps per week And if You gets Rs. 1 Per Person then You can Earn Rs. 10,000 Per week Very Easily.

Apps Per Week : 2
Team : 5000 Persons
Earning Per Person (Eg) for 2 Apps: Rs 2
Income Per Week : 5000x2 = Rs 10,000
Income Per Month : Rs. 40,000

Sponsor ID : 4401640 or 2908054",NAG
"You should try,LaluG",CAG
"HyDer Khoso

Really? Why don't you read this.

The Hamoodur Rahman Commission set up by the Pakistani government following the war noted various atrocities committed by the Pakistani military, including widespread arson and killings in the countryside, killing of intellectuals and professionals, killing of Bengali military officers and soldiers on the pretence of mutiny, killing Bengali civilian officials, businessmen and industrialists, raping numerous Bengali women as a deliberate act of revenge, retaliation and torture, deliberate killing of members of the Bengali Hindu minority and the creation of mass graves.[200] The Hamoodur Rahman Commission wrote, ""indiscriminate killing and looting could only serve the cause of the enemies of Pakistan. In the harshness, we lost the support of the silent majority of the people of East Pakistan.... The Comilla Cantonment massacre (on 27th/28th of March, 1971) under the orders of CO 53 Field Regiment, Lt. Gen. Yakub Malik, in which 17 Bengali Officers and 915 men were just slain by a flick of one Officer's fingers should suffice as an example"".
Several former West Pakistani Army officers who served in Bangladesh during the 1971 war have admitted to large-scale atrocities by their forces.",OAG
Manumasti chapter 420 we was eating before and now we stop eating beef and so our revised 420 thoughts will force other community should also to be stop eating beef in democray india.!,CAG
PR gimmick. Is he responding to each and every victim of triple talaq. Such pretentiousness is sickening.,CAG
"I don't why Indian media always want Indians always barking on us 
So don't stop Indians keep barking on us",OAG
I hope the dynamic CM will take adequate action against the hospital.,CAG
When Congress in ruling Modiji always talking about soldiers death what happened now.,CAG
The bike is specially hand crafted for people who work at night,CAG
"hahahahah ""@im_atchu: #indvsuae #waca http://t.co/foll2m06bd oh my god",NAG
"Remembering the media and the other political parties doing the same thing when Modi was chosen as the PM nominate of BJP, today we all know that the best thing to have happened to this country is Modi. 
Getting similar feeling for Yogi now...",CAG
"Salman Ahmed,,bas economy bare bola,,why should not u comment on killing ppl in turkey,, christians r wiped,  kurdis,yazidi murder",CAG
There are elements who want to exploit fear psychosis and for this they need to create & deepen it. They're out with their barbs against us,OAG
Coz he preaches a different religion but this doesn't stop him from being affectionate towards Muslims. You never raised the same question when Akhilesh Yadav did not do the same.,CAG
Its the government's duty to do that..not for me to suggest nor any use now in doing so.,CAG
Amandeep Kaur hi,NAG
"Chow Tai Fook ,the Hong Kong based jewellers ,now own this most expensive diamond.",NAG
potbelly does not go well with uniform.,CAG
There were a fear of isi now here comes BAT,CAG
@heromanoj1 ee 2 wickets teesthe 180 ke moosestharu #indvspak,NAG
Amazing video bhai,NAG
At least ..some body have some gut's who have a courage to change something who never did in the history in favour of our country .. admiring personality Mr modi.,CAG
No C v god,CAG
Your are a celebrity and you should know what will happen after posting these type of video. I know this is a cheap publicity stunt to be u in lime lite. But i tell u this is not good because all these nonence divide our society and gives a bad impact,CAG
"nxt - india v's west indies on march 6 (friday) - 12 pm ist #cricket #cwc15 #indvsuae""",NAG
"do you believe this news ? .....lets us assume even if the news is real .....p.m election campaign from 2014 -

total number of days wasted -45",CAG
"Still wrong choice..... you read bheema stands more than seven and half feet above the ground. It's not about six pack. Aging actor can't be made bheema...... I know you are a hard core mohanlal fan. But sometimes you need to check the fact
 Mahabharata doesn't mentioned of pot bellied Bheema either....Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š",OAG
1st comment,NAG
"I also seen it...nothing on Kejariwal. ...u dump....
Hindi samjh nahi aati kya???",OAG
"When the bomb go off, it won't make a difference between sindhoor and skull cap...",CAG
"in cattle fair, keralites purchase mother with calf for butchering by offering price no other can offer.",CAG
Mr. Jacob must have never dreamed BJP will win in UP. Haha,NAG
No Bjp's can  step in to our Kerala even modi will get slippers there if he again tries to visit Kerala Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š that modi paramanaaari call our state Somalia bcos he was not given bra to wearÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š wlc modi dare to step in Kerala againÃ°Å¸Ëœâ€°Ã°Å¸Ëœâ€°Ã°Å¸Ëœâ€°Ã°Å¸Ëœâ€°,OAG
"If she is promoting violence then adarniya MP's & MLA's should be jailed first
from BJP arnab sahab or might have not gone through their so called
bhasan...still now ur in ambiguity...",NAG
U need to get matured enough so sad,CAG
"If entertainment will be fully logical and practical then it will be not more
defined as entertainment !",NAG
"I'm a feminist and I love Arjun Reddy and Kabir Singh...people who think
otherwise have missed the whole point.",NAG
"Why did 'honest' PM allow dishonest men to loot exchequer? - In 2009, Manmohan responded to the charge of being a weak PM and dynasty's doormat by giving it back to LK Advani. At FridayÃƒÂ¢s (3 January 2014) press conference, when confronted with the public perception that his stewardship of India has been disastrous, he lashed out at Narendra Modi instead. http://ow.ly/2CGLHB",OAG
Ã°Å¸ËœËœÃ°Å¸ËœËœ nice,NAG
I not like apu,OAG
Isn't there a law against loud music/sound ...beyond certain decibels loudspeakers should not be allowed ...,OAG
I have long hoped for a Congress sans the dynasty and a BJP free of the RSS. It looks like the first wish may finally be realized,CAG
Guys youtube started streaming it quality much better and angle is also better,NAG
it not mean we are saying all muslims we are saying anti government muslims and anti national muslims are no more indians,CAG
"Dog-whistle: Muslim women should recognize their ""true brothers"". Translation: Muslim men are the last patriarchal species in India & Yogi is the doyen of Muslim women's liberation #BJPDogWhistle",CAG
"Bhai 'TUMBBAD' dekho Amazon prime pe hai. You won't regret it. And if you like
then please review it here. It need more recognition.",NAG
"That's true brother. Seeing feminists butthurt is the best feeling in the
world Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š",NAG
"It's true but our government will never understand, they will spend crores to advertise MakeInIndia bur will not focus on the key issues of Infrastructure and policies for ease of MakeInIndia",CAG
"Terrorist deserve this, his father proved",CAG
"All gunda element of u. P., are subsid and no one dair to do crime. Make up mind to do something in u. P. & India.",CAG
Navraate Festival only happens 8 to 9 days but wht abt every morning and evening some people are comfortable and some are not to Azaans n all so everyone have a right to say and a good sleep..,CAG
Yes.,NAG
arnab you must retire now. you are done.,NAG
"This is all over India. No respect for small vehicles even if they are in their own track. Also in cities every one is in the middle of the road regardless of what speed they r. It is a driving descipline which was never followed all over. This is the primary cause of noise pollution due to use of sound horns. Strict rules and enforcement of law as well as track usage based on vehicles etc to be strictly enforced. India need only two track in highways if proper driving descipline is maintained.  If we dont follow then we pay more toll for more tracks increased traffic and noise pollution, etcetc goes on..",NAG
Terrorism does have religion when it's motivated by religion.,OAG
ha ha ha...PM face is terribly worried....no clue to what to do...how to give reasons,CAG
"All exit polls say they are the ""most credible"". Incredible!",CAG
"Dude we have 10,000 manuscripts,books vedas . U can't expect me to follow all of them . Many of them r paradoxical to each other . So cow is sacred to indians google ""nandi bail""",CAG
Why can't cong control it's ministers a min giving amendments against his govt do you want to destroy hyd forever?,CAG
Nice via,NAG
"Dear , friends

I think the past election The People od Delhi cast there vote to BJP....but EMV win the AAP...

SO A.K should region from the post as a CM",NAG
Why would India buy jets that are already outgunned and has limited range?,CAG
Even when the voting got over in my state rigours of a stringent Code continues. Rigours that you do not see even in a developed country,CAG
Both look idiot,OAG
Sir tell us about hollywood industries.,NAG
Dhruv Panchal You need to work on your self! Don't preach me what you fail as a nation! To protect its minorty and give equal rights to all human beings reagrdless of cast which is big prob in India,OAG
fraud and fake Goverment only work on Media,OAG
"congressisation of Bharatiya Janata Party (BJP),",CAG
what pm Modi can do if ur own AIMLB is  supporting tripple talaq...whenever modi raised this issue he was badly criticised by all opposition....so just suffer no one can help u mam,CAG
is over mei sure #indiawin #indvspak #cwc15 #india #wewontgiveitback,NAG
Barking dogs Like #PakistanArmy Never bite. Here is the Glimpse/Trailer of Indian Might & Power. Fool Movie Will Hit the Battle Field Theatre Very Soon,OAG
"She is a cow,dog,Ã°Å¸ËœÂ Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡",NAG
Mutko's exclusion from the election is due to a clampdown on government interference in football.,CAG
Yes they are our targets. We have lost three sons from Uttarakhand in the attacks. Kashmiris must leave Dehradun. We are warning them and those who give them shelter. Vikas Verma convenor of the Bajrang Dal in Dehradun said,OAG
@kush_katrina #indvspak match ka wait krte hue guzra.. or aapka?? :p ;)),NAG
Lets make our nation the best  &  let  the world  look upto us,NAG
"Check the news:  
A guy from TikTok name Ashwani Kumar murdered a flight attendant he was
obsessed with. He was uploading villain clips on social media imitating Kabir
Singh.",NAG
Kabir Singh best love story ever Ã°Å¸ËœËœÃ°Å¸ËœËœ,NAG
Successive Govts ignored jute industry but NDA is firm on reviving the industry just like we revived the textile sector in Gujarat,NAG
"Sir , please do something for government employees who take bribe",CAG
"Doggy Raja will not come up...
He is always want to alive in media by doing cheap publicity stunt .",OAG
