Tweet,Category
"KK no problem because the population is aldready 130 crore. If this country
can reduce it further by LGBT a little bit without trouble what is the
problem?😂😂",1
I badly agree with you,1
"Your opinion exactly matches with my opinion when I have seen Arjun reddy.
Original version of Kabir Singh. It's the dumbest film lack of heroism.",1
"1 feminist is on trending list , this is reply to her & u nailed it sir",1
"totally wrong story...i doesn't happens..he shouldn't killed his wife...He has
to tell his wife everything about him rather than to do this crime...i think a
real gay couples never do [this.It](http://this.it/) was just imagine story
that doesn't exist nd can't happens in real [life.so](http://life.so/) i don't
like this movie.. That's why l'm disliking this movie.",1
"l g b t is not gud for anyone because the meke a very bad desses Wich harmful
for non LGBT its too dangerous for comen people",1
"@Aspect Kracken we would love to know your opinion about Veere Di wedding. How
many girls became like those 4 from the movie??",1
"She looks like a fox from a drought affected area............she is bitch not
brought up by a good parents",1
"Bhai bahut sahi Kaha aapne. Liberals and feminists have become clowns of the
world. They have problem with everything. I'm a big fan of you and your
honesty.",1
"if movies are like our real life why making movies then ? no entertainement ,
unique problème is just we have to learn that this is not reality and we have
to stop being madarchod",1
"@Samy ThakurYou are just turning a blind eye on the real issue.Feminism now
doesnt mean equal rights,now it's just a way to spread hate.check any recent
event and while we are at it liberalism too has become just a word but what
these liberals are doing i",1
Trailer hi jhand tha. Bollywood is garbage except 10 ℅ movies,1
"@Meghna S you are mixing things..Sanju was a biography.. And the director had
to show Sanjay duty's life.. so ppl have truly criticised Sanjay dutt for
doing wot ever he has done in lyf.. But this one is a fictional movie.. Here
director had the scope to ",1
"Leonardo DiCaprio purchase his on screen wife in Wolf of wallstreet.  
feminists = OMG leo is so handsome he deserves Oscar for this.  
Shahid kapoor plays an intense role of kabir Singh  
Feminists = this is misogyny, patriarchy male dominance,
chauvinist,supremacist...L&L",1
Politics + Media + Religion + nuclear weapons = destruction,1
"we don't expect better than this from the people who watch ""Bhai"" films",1
"Now a days you talk more about feminist and liberals rather than taking about
the movie 😂",1
"I keep stay away from such movies
[13:26](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=13m26s) best ^_^",1
"Bhai achha hua un randwo ne Arjun Reddy pe review nhi diya wrna Sandeep wanga
sir apne masterpiece pe in liberals ka reaction dekh Arjun reddy se jyada pina
shuru kr dete😂",1
"This Roy lady should not be allowed to enter India ban her she is dirt messing
with true Indians Jaihind",1
Indians are obsessed with movies,1
Biggest chutyea on YouTube,1
"Lmao 🤣🤣🤣 Bhai World doesn't revolve around these bunch of fools, the best
thing we could do is IGNORE and PROGRESS, all they want is attention! if we
don't give that THEY'LL CRY . let's promote and practice our culture ,
sanathana dharmam full on! we'll progress. you know what watch the some of the
best Telugu films which is filled with our culture, and few movies are old but
make reviews on this people will watch and admire it and i'm sure you'll enjoy
it ,  
  
  
\- SHANKARA BARANAM,  
-SAGARA SANGAMAM,   
-GODAVARI, KHALEJA,   
\- SWATHI MUTYAM",1
"Lol....gaav walo Jaisi shakal walo se puchoge what can you expect ....they
can't see beyond their black penises...!!",1
"Is Arundhati in league with the Wahabi  
Groups trying to dismember India?",1
"Yess i liked the performance of ONLY shahid... But hated hated hated this
shitty movie... I hate it more after watching it's director's interview with
film companion... He's crazzzy and himself a Kabir minded",1
Bollywood is immature ironicly its distructing us,1
Bad message and a bad film,1
"You should research on what is feminism and feminazi rather than spreading
your illogical views.",1
@Ŵèřęŵøłf • more subscriber does not mean big brain!,1
"To be honest. Your thinking is your own opinion.. it does not mean it is
fact/reality. though i respect your opinion i think u shuld also learn to
respect other opinions as well.",1
"It’s correct way to serious........or literally This movie is
meaningless...............😇",1
All it takes is one Malayali woman to bring down the entire nation.,1
who cares activists......Don't give them too much emphasis on them....,1
"Did Rajdeesp know that NRP was already discussed debated and passed in
Parliament house  
He says he not like word urban Naxal  
Did he ever condemn chowkidar chor of rahul gandhi",1
"Probably the most wrong video on YouTube ever. Seriously what kind of
intuition or message is cascaded by this.Get this video down.",1
"Why do you think west gives nobel prize. It is for people who side with them
and fulfill their agenda.",1
"Similarly liberals also should stop bashing everything else. It's a mutual
coexistence.  
And to be true, liberals are hypocrites. We saw liberals silent during Sanju
movie release, now with Kabir Singh they have problems.  
So really can't trust their motive",1
Who are these people who dislike even before watching ?,1
I hate too this movie,1
"Most non sense review . Wrong conception from movie and you.  
Really surprising coz I liked it other review videos",1
3 dislikes ....seems three the those wives who have filed false case,1
"This film about gay people is rubbish. How could you come up with a horrific
video like this. Shame on you.",1
"Funny how it just happens in North India especially hindi speaking states.
Destroying Hindu culture is fashion, Salman Khan can run over people and kill
animals no one will say anything. So funny north india",1
"This movie tells us that if fall in love with someone and she is not with you
than need to do is drink and drink again and again that's all",1
"This movie is just a waste of time. This Movie is only movie for immature
people who don't distinguished between love and lust.",1
Ranga Billa parents of leftists and lutians.....,1
I hate Bollywood movies 😬😬😬😬,1
"I totally agree with you. You nailed it. Kabir Singh should not be celebrated.
It gives wrong message to the people. Finally watch someone criticised this
film with a swag and you raised very valid points. Supporters of this film
will have no place to hide and no counter arguments left.",1
"Three words for those liberals who think they can change my mind according to
their view  
""I Don't Care""  
Because I don't permit anyone to impose their thought on me.",1
That's why i stopped watching film companion movie reviews...,1
"My previous comment:  
  
I don't think it's right to forcefully insert topics of feminism and liberals
in every video,  
it shakes the moral purpose of the video i.e. movie review.  
  
  
  
  
  
After watching for 5 mins:  
  
  
  
Your videos are great. You are great !  
  
Jai Hind ! Vande Mataram 🇮🇳🇮🇳🇮🇳",1
"Ye kuch reviewers, (Quint, Film Companion) is movie pe tut hi pade hai jaise
ye pure Bollywood me sabse kharab movie ho. Wo log bol rahe hai ki, Preeti ke
character ko bahot submissive bataya hai. Mujhe to nahi laga dekh ke. Infact
she was keeping her points, and stuck to them. Your analysis of other's
opinions is exactly correct. Great review.",1
"As you sow so shall you reap... Innocent husband has been prosecuted against
Legal Terrorism and he had shown the actual meaning of it...! Well done...!!!",1
"Yeah right, because tigers can sign a legal contract. Idiot!  
Besides, decriminalizing gay sex doesn't mean gay marriage is legal yet.",1
Cheapest message I ever seen in YouTube,1
"In kabir singh movie He decided Kaira as his gf without her concern, What a
level of female empowerment.",1
Emotions must be analysed. Or you're literally the slave of your emotions.,1
You are also not totally pure. You are exaggerating so much.,1
"Liquor should be totally banned. Administration and police must be strict and
such actions should be dealt with iron hand. People should be alert and aware.
Bengal is fast becoming hell.",1
"Not liberal opposing but people of Bajrang Dal, Shiv Sena, Karni Sena & anti
romeo squad gang opposing the movie",1
Gay sex should be banned..........,1
"bull shit .  
you fucking mind. gays are not criminals. this video showing wrong image",1
"those who r promoting this, i wish their parents were also in favour of that
so those stupids wouldn't have been born.",1
"Yes u are right...but 90 % of men supports women without knowing anything
about and these men do not know what are happening on men by women all over
the country....",1
Bakwas movie..bt Shahid Kapoor's acting was fantastic,1
"They killed husbands parents....they destroyed life of this man.. so they have
to be punished like this totally agree",1
"I don't have problem with the love part of film but with the gross negligence
in his profession that too as a doctor",1
"[#BestReviewer](http://www.youtube.com/results?search_query=%23BestReviewer)!🔥  
[#Logical](http://www.youtube.com/results?search_query=%23Logical)  
These feminists and liberals are...immature....don't know,why do they go to
watch adult movies when they are not matured.",1
"Does this Arundhati Roy have a brain? She is being seditious urging the
members of the Indians at large to provide false information to the Government
in the serious business of organizing and putting order to run the country.
What's her business in this? She should be mailed.",1
"Every one in the world got flaws and who argues against is an hypocrite just
like you asshole. An movies are based on how engaged are you watching the
story and characters response to situation, not judging their morals... How
dumb are you? I really thought this is a good channel.",1
"Hello mister....kabir singh is a achi cheez...u don't know how many family are
destroyed by drinking.....",1
"First of all we have to watch movie for entertainment only..every time we
can’t judge movie if we are not getting anything from it(i am talking about
individual)..i am agree with Shwetabh bhai for some opinion but Kabir Singh
has lots of other elements to analyse..Basically movie main character ke point
of view se dikhayi hai aur movie dekh ke hum apana dimag kharab kar rahe then
i am sorry hum movie aur real life ko samaz nhi rahe hai..you have to be very
practical about yourself,society,movie and reviews like this..end of the day
life money pe chalti hai not these movie..again person to person differ karta
hai..it’s not about right or wrong but different perception only.",1
"Toxic feminism is the best comedy ever happened to the world. And now INDIA
has it too so let's have fun with it😄",1
"Seems like arundhuti's mother lied to about her father also , I mean whom she
thinks her father 🤣",1
"channel was started about movie reviews and slowly it goes political drama
channel",1
"@Rishita Pandey and yes don't need your certificate of feminism. my family and
all close ones are most happy with attitude and behaviour so f#'£k off.",1
Arokum mohila very bed,1
"When the law doesn't deliver justice, citizens take the law in hand!!!",1
@ajay singh By using this trick they are trying to divide us..,1
"NYC with video ... N now a days boys only want tht shit soo call bed tym n all
it's better...",1
"What you can’t stand someone trying restart their life. I think you’re fucking
jealous",1
"You are true. But people should understand that they are going to watch a
movie that is only for entertainment. I think wise people don't get influenced
by such movies. People also loved the movie due to shahid kapoor's acting. He
should also play inspiring movies too. All those actors who have list of
garbage movies, also have played inspiring movies too. The only problem is
that the list of good movies are less. So, the main problem is that the most
of the people want excuse for themselves and act like movie characters. Some
people don't even realize that they are getting influenced. And some people
are followers of those group who can't speak out like swetabh sir 🤣🤣🤣🤣 even if
they know the truth 😆😆😆",1
Great way to justify an unreal character as if he is your father,1
"@Gaurav Shrivastav True. But Film companion has more subscribers, more
audience. If they put up such negative views on society it's better to oppose
them.",1
"@shahzeb khan  
  
Jehadi spoke",1
Yes so ppl like u can take dowry with an open hand.,1
"Man I couldn’t agree more.. each n every word wch u said here is the same
thing I thought wen des so called feminists wer barking..!!",1
I just really really hate THIS GUY,1
"I congratulate the brave husband for taking such a brave act. I am also the
victim of 498a. I cant take this step for the sake of my son who is under her
unlawful custody. Since one and half year I am suffering from this agony. I
will fight till the end but not compromise.",1
"I want to ask Singer like Sona Mohapatra But tell me one thing, when u sang
""bedardi raja zara paas to aaja"" ...were u singing lulaby? What were u
promoting? I liked the song, nice voice nice beats.. that's it. U must have
put your best to sing the song. And remember ur husband, Mr. Ram Sampath
creating music for Delhi Belly...rember the "" Bhaag Dk bose"" song. What was he
promoting? Shahid Kapoor has acted brilliantly. Praise his acting skills the
same way u took the accolades for ur song. Going by your logic, people who
watched 'Gangs of Wasseypur'..they must have gone on a killing spree...using
filthy language.. smoking weed...",1
I also hated ths movie,1
Shitty story. One transgender is going to have x with a gay man?? 🤣🤣🤣,1
This review is shit,1
We want banned of alcohol in West Bengal.,1
"I have not seen this movie but I am trying to imagine the marriage of the lead
characters.. Kriti dead because of angry Kabir 🤣  
  
Obsession is never healthy..we see so may extramarital affairs and other
issues in our society because of this..this movie is fiction only",1
"Prateek, bulls eye! You just shut them up nicely",1
"I totally agree on all the points highlighted by u sir, but i would like to
add a point. According to me the movie exhibits why one shouldn't be like
kabir. It unveils how a person looses everything he loves just bcoz of his
attitude and reverts only after slight improvement in hid attitude",1
I am in awe of your ability to turn every film review into anti-liberal rants.,1
She is totally mad,1
"And i became an anti Feminist 😂✌🏻  
The way Feminists attacked this movie made me MAD",1
"Arujdati Roy is a cocaine addict . she's only doing it for money to buy more ,
because she ran outta money . such a pity.. take her to deaddiction centre .",1
"Bollywood and indian emotions are worst. What we do in relationship is not
love it is chutiyapanti",1
"How dumb neha gupta is !who is saying u can't arrest but only in genuine cases
not otherwise",1
"I watched it yesterday and frankly speaking I didn't like it much. And let me
clear I am not feminist. Actually strongly hate fake feminism. Hero heroine
love each other, but the family don't want them to marry, heroine forced to
marry someone else, hero turns devdas and finally in the and they met, live
happily. The storyline is now cliche and outdated but the makers of the film
added rage, kissing scenes, lots of alcohol and stereotype ending. Nothing
new.",1
"Are u a Movie reviewer ?? Or social activist ??? Pls review Movie keeping your
political and social agenda aside",1
People like Arundhuti Roy should be deported to Pacific Ocean,1
"They only want to gain some fucking views remember tere naam scene in which
criminal salman khan convince his love by kidnapping heroine no one did even
mention about that scene.",1
"Plz stop misinterpreting public reaction. No body spoke against celebration of
true love.. ppl spoke against how is it presented in that movie.. Ranjhna also
showcased passionate love.. No body spoke against that... Libarism is the most
inevitable upcoming change of society.. Other than bashing and being
frustrated about it try to accept it...",1
"Review kahan tha bhai isme entire video was just about the arguments regarding
feminism...  
I was expecting your regular kind of review of the movie...and you make
separate videos for such discussion.  
Don't get me wrong..I am your follower since starting but its my request make
separate videos for review and opinions regarding other issues..",1
"i guess simple girls r digging their graves, coz nobody likes dem😟",1
"@Parcheta प्रचेता no you are not alien, everyone is different in one way or
the other.",1
OMG!!! 2k dislikes from designer liberals and feminazis 🤣🤣,1
"Good, ok homosexuality is legalised, but don't showcase in in by public, be
normal like every other human being, if you have to do, go together in a room.
But don't act like despo. In public it looks odd and ugly",1
"Yes his license cancelled for five years but is that enough for all his
negligence",1
"The main point of the movie was about a guy with anger issues who is unable to
move on from someone whom he truly loved. They are separated because of the
prevailing stereotypes. Sandeep Reddy Vanga has studied psychology himself,
and he beautifully presented a story about a brilliant and intelligent
surgeon’s downfall and his resurgence. The scene where he doesn’t want to
plead not guilty because his professionalism is the only thing his father
respected about him is very emotional and brings out the good nature of
Kabir/Arjun.  
  
But liberals ko ye nahi dikhega. We live in a country where student life in
college is shown in expensive cars, flashy dance numbers, with all the
students looking like they just finished FHM or Maxim photoshoot but despise a
film about a true and genuine love story!",1
"There is nothing in this movie that can amaze any boy specially for girl this
movie is may good ..coz after having so many x they finally want that some one
new came & accept them with their dark secrets that y females are liking most
this pethetic pies of shit ..and the respect of a female Dr vanish from a
common man view ! That's it !",1
"you spoke my mind very brave and unbiased opinion , many like bollywood t*tti
masala parata ... and they idolize these idiots , without realizing that these
actors are using the sheep crowd oly for money and fame",1
"There's a reason why actors are called as ""heroes"" In India. Idk what people
are going to learn from such a terrible character.",1
That is not ranus fault that is her education fault,1
"Bravo Jahangir Bhai...great job...let law, police and these bloody feminists
learn lessons...men will be men...I don't see any problem with his anger...he
did right...congrats ...",1
"You are illitrate people. Hahah supreme Court didn't approve same sex
marriage. It just allowed sex in privacy and you can happily walk on the road
with your partner.",1
If man thinks without any involvement of sex the world would be different,1
"I was very curious about the way this film became so famous so thought of
watching when it premiered in tv.
I got bored by interval.
I am really shocked how this movie was liked by so many people.
I agree with you this movie is far from reality and this feminist arguments
are also senseless.
I didnt like it a bit ya seriously.",1
"Absolutely right Man... Bollywood has fooled the generation...we are trapped
and don't want to realise that Bollywood is a core objectification of men and
especially women....and there chutiya launde, who are good for nothing but
able to buy a movie tickets, dreaming themselves as Kabir Singh and want to
replicate his actions in society....

I could not imagine what will happen when all youth turned to be kabir Singh
as this is what movies want to show..

At the end, thank you a ton for making this video and I really appreciate your
efforts to give some sense to the unguided youth....keep continuing your best
work ...I want to see one billion/💯 crore subscription for mensutra....I am
highly recommending your channel to my friends n family and to all
youth....best of luck and lots of love...",1
"More we look at this woman Arundhiti , Am convinced , she is the reincarnation
of Ravan's sister Supernkha..",1
"In the movie, Kabir Singh has slapped one woman. In real life, Kabir Singh has
slapped hundreds of feminists who are just not able to come to terms with his
masculinity.",1
"These liberals and leftist are worse than Transgenders because till
Transgenders have some their morals but leftist and liberals don't have.  
They have to live with transgenders and should learn some lessons from them.",1
"Falling in love at first sight basically means that you are a really horny &
shallow person.",1
"Why do people take movies so seriously?? Haha.... Just grab popcorn, watch the
movie, enjoy and fuck off.",1
"Initially he talks about hindu and other topics ......  
What about background music, cinematography, music, character....",1
She's the sister of Mamata,1
"Bollywood Kabir Singh
Swetabh gangwar bhosdike
Most genuine channel on YouTube",1
"""We are a generation of men raised by women, i don't think a woman is the
answer we need""\- Brad Pitt (Fight club)  
Feminists would be like ' how dare he say that, women are the lifesource of
men & its
disrespectful....[#metoo](http://www.youtube.com/results?search_query=%23metoo)
[#destroyManhood](http://www.youtube.com/results?search_query=%23destroyManhood)",1
"Bollywood is basically 10 percent people want ro set a narrative of this
nation that nobody with a brain wants",1
"Tht uncle who is shown at
[0:52](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=0m52s) looks like those
uncle pedo's who fucks lil boys from his family.",1
Wow! She looks like a deranged homeless person!,1
"It's a love story of two Chutiyass and a true friend who always supports you ,
also in worst phase of your life EVEN you are a total asshole .",1
congratulations!! Drink some soy milk beta male libtard.,1
I don't know really people have very poor choice,1
"Movie is all crap!!.... But Shahid's acting is all i like in it!!!.... Raddi
story...",1
"You're watching the movie in a completely negative way. I get it that it does
have a negative impact, but you're not giving a balanced analysis.",1
"I think ye banda apne views badhane k liye aise reviews deta hai.. I mean all
the time he links everything to hindutva and feminism",1
"Just what you need... when you watch a hyped movie and you are the only person
who see absolute nonsense in the characters of the leads... and when you speak
the same to people around it’s all about Shahid ki movie thi.. absolute
rubbish ideas being served in the society via movies....",1
Best reply to sucharita tyagi the fake feminist,1
"It’s a weapon to woman to legally abuse a man without the woman getting in
trouble with the law for abuse. Is the politicians so desperate about making
love to woman that they will put up with this kind of law?",1
ravish Kumar doesn't know the ABC of journalism,1
Imagine fight club has been released now. What could be feminists reactions?,1
"I don't know y I think she don't know hw to sing bt I respect poor people n I
don't like attitude",1
"she was sleeping with ranga and billa and that swara baskhar was fingerring
herself watching her😂😂😂",1
"You are not wrong, you are just ignorant.",1
"It seems you didnt understand ""Kabir Singh"". Also, it looks like you lack
basic knowledge to review a movie. Kabir Singh is a powerful movie. I know it
has got its own faults but nevertheless a very raw movie. Also some points
raised by you are valid where as others are just bullshit. We Indians like to
watch stories of others, especially love stories. If you want to watch real
stories then better stick to news channels,NGC,discovery and documentaries
etc. Kabir Singh is an offbeat manic love story which you cudn't understand.
Watch the movie once more you will get answers to your questions.",1
"Mfs Saying Kabir Singh has toxic masculinity, where were you when Ranjhanaa
was released, that Sonam slapped Dhanush unnecessarily isn't that toxic
femininity, take Judaai for instance, sells Husband for money, is that ethical
and good for a man coming from a woman",1
"Bollywood also made great movies like super30, chhichhore, war. Better try to
watch good movies instead of shitty housefull4",1
"We all knew that the movie was a little over the top. The main issue was the
selective outrage from the Feminist brigade. They critise certain movies that
potray male lead characters as Dominant and vile. But at the same time they
encourage toxic female behaviours in movies . Who treats her male counterparts
as crap shit  
  
We somehow had to defend Kabir Singh  
There was no other way around",1
"when i saw this movie on the first day a book my air ticket for Hyderabad,
when i came here i found a pic of her with her friend that is called he is my
best friend only and we didn't do anything. My life fukcs me daily here and
after 3months of the incident she broke up with me.",1
"@Pratik Borade atleast give some genuine reference, self certified video ka
kya karenge??? And conservative means who embrace culture of nation along with
flaws. Not just with political propaganda of Perfectionism, as in this
universe not is perfect.",1
"this guy is husband material. 💕
where are guys like these 🥺",1
this must be happened if there is misused of law,1
Arundhati Roy is a sex crazed woman who is just a Despo.,1
"It's just a movie. Take it as an entertainment material. Don't try to make a
publicity stunt.",1
If you hate such movies then why do you watch them...,1
"People are illeterate.
They actually like mental and physical abuse and violenece against women.",1
"Audience is not receptive to organic and unique contents regarding films in
bollywood..that is why in this very era of mainstreamism, projects like
bhavesh joshi,mard ko dard nahin hota etc. and many more (including Anurag
Kashyap films) do not get the deserved recognition !",1
"after 75 years of loot, someone is trying to do something good. it sems doing
good for the country is unforgivable, specifically if its modi. who is this
arundhati roy, what is she? what makes her think that she is an activist?
shame shame.",1
"I am a man but I am a lesbian by heart and I was born like that. So, any
lesbian girl, who'll be interested?",1
"Proud of Being a Muslim and a Pakistani.Indian Human are out of my mind...LOL  
Pakistan Zindabad",1
1.7k dislikes by librandu dogs 😂... Sukooooon.....,1
Bollywood is a crap.. nepotism is on it's peak...see sensible things please,1
Feminists don't like STRONG ALPHA MALE CHARACTERS 🤣🤣🤣,1
Stupid story 😑😡,1
"1 - no you are not.. he loves turly so he kissed her infront of family members
in her home what is respectable man to love a women !  
2 - he accepted his ban Coz he knew if he will not so the drinking habbit will
continue so it was a clever desion !  
3 - she slapped so right reason lefting her in someone else arms for night
pleasure ..he could not get any information how she is ..& where is she !  
4 - one of the looser act it was she can't talk her family for own marriage
again here Kabir is moron didn't send their family to convey if his family not
agreed with this relationship so they both leave their home & got court
marriage simple ! Feminists absolutely right !",1
"your views are biased,,,,,but the funny thing is you think its not biased",1
If you see her face in morning then you can't get food in whole day.,1
"Feminist are not bothered by water crisis, but bothered by Kabir Singh!",1
"who in their right mind likes another man's defecation whole that is
disgusting if you're gay smell your hand after you take a dump and tell me
that's what you love sick fucks",1
"who says ,, kabir singh is a ' MASTERPIECE'.
than what you think about these nonsense movies
interstallar
inception
dangal
bahubali",1
"Jayaram Akkina  
I was about to write the same thing, imagine the same story written by someone
who is from Bollywood director, then it would be considered cult classic  
I am not saying Arjun Reddy/Kabir Singh is cult, but it was far better than
many movies called as hits.",1
"You are right dear... Bollywood shows completely rubbish content. Bollywood is
also responsible for love zihad",1
"Shahid Kapoor has clearly said that this is a chutiya character. Its the
chutiya audience which glorifies it.",1
"Yes correct. North india is the hell on earth. South India is heaven on earth.
Proud to be a south Indian. Hate north india",1
is she a lady or some witch?,1
"Hollywood is more complicated. In late 80s and 90's female character in movies
are represented as sex objects nothing more. Hollywood produce more volger
movies. Even today American are not very much interested in frmale oriented
movies that is why female centric flims fail meserabiliy at box office.
Preeti character like character can be seen in Hollywood movie eg bella from
twilight Anastasia from fifty shades of grey. These woman dont have standing
character they often under the influence pf their male partners. Such girls do
exist.
Kabir singh movie became controversial in north only the audience in south had
no problems with the movie.
There are lot of movies released with more sexual assaults and violance than
kabir singh then why everyone is after kabir singh.
Movies don't encourage violence their are lot of violence happen in real
world.
Flim is a media that represents to the audience that this type of violence do
occur.
Person with mental issues behave violently even with the influence of movie.
Blaming movie for mental issues is not right.",1
"because of the false file cases the husbands lose his parents..who will pay
his loss? NCW? Indian govt?",1
Lunatic Fringe of Far Left .......a Waco,1
This is the fucking true which today's generation pretend.....😡,1
"We all knew that the movie was a little over the top. The main issue was the
selective outrage from the Feminist brigade. They critise and discourage
certain movies that potray male lead characters as Dominant and vile. But at
the same time they encourage toxic female behaviours in movies . Who treat
Their male counterparts as DOG SHIT  
  
We somehow had to defend Kabir Singh  
There was no other way around",1
"@Devanshu Dodiya Exactly ......what is his problem with leila, four more shots
please.......just see a movie and enjoy it",1
"Where is review  
You are totally correct but talk about movie,acting and direction",1
"true, Kabir Singh is such a trash movie......I truly judge everyone who likes
this movie",1
"I can't understand why some guys are interested in lesbians 😂  
Let them live their lives and you live yours",1
shoes=ranu mondol,1
"Kabir Singh was a well made movie in terms of all crafts. Principles and art
shouldn't be seen together dumbos.",1
"@Filmy Deewane sometime I also disagree with pratik (eg. Raazi movie )but
almost every time he is honest..  
I follow pratik because he is honest and his reviews are unbiased....  
We need more people like him, Vivek agnihotri, Anupam kher ji, sadhguru et",1
Accorded right bro he has some serious issues with feminism,1
"Worst was that despite knowing his drug, drinking and anger problems, his
friend offers his sister for marriage, lol! Apparently friends are more
important than blood relations. That too for friend who anyway treats him like
shit. Any decent brother wouldn't want his sister to marry such a guy.",1
"You are here to review the film, performance of the actors, direction etc not
to justify the characters. Don't drag the feminist and liberals issues
everywhere.",1
Fack bong guy,1
"Chutiya movie..Shahid betichod only care about sex.. kiara is also only want
sex.. jhatu movie",1
"Bollywood Movie Makers:Copy+Paste=Profit and making indians chutiya ,oh ! They
already are..  
Just give them a copy paste and these assholes will laugh like a nigha in
theatres.",1
Horrible😱,1
"Kabir is the most irritating character I have ever seen , movie without a
story line !",1
Should be cut the penies those criminals,1
"This likes short movies inhanse the crimes so cheap india and cheap their
movies",1
"Really... You tried to analyze the cinematography of the movie Joker and so
much sympathy on the character... if someone like a depressed person got
inspired by this movie and kills a person then what?.... Stop this overaction
and try to watch Kabir Singh from technical point of view like what u did for
Joker.. don't give lectures on how the character should behave in the movie..
like Kabir took drugs and left Preeti so he is not responsible.. shut the F..
up . Sandeep Vanga is going to direct a crime movie.. prepare some points on
how the characters should behave in that upcoming movie and send it to
Sandeep... stupid...",1
"So you seriously went from women who don't like the movie to women who want
equality and dived right into liberalism??? Wow and confirmed all by yourself
that all that rape allegations on army men are wrong ! I am not saying I'd it
happened or not but wow mr_three_eyed_raven you confirmed it! Thanks",1
"What they were doing in the beginning of the video is very natural and
cultural. This proves how pathetic and uneducated this country is. Grow up
asswholes or simply ask britishers to come back and educate you .  
Stupid snake charmers",1
A-hole,1
"Every one knows what is the agenda Arundhati Roy, stop acting like you believe
that people like her have faith in democracy. And for heaven sake, call a
spade a spade. What I find amusing is even journalist have Thier biases
whether left, right or center, we open a channel and we know what to expect
from the anchor and this needs to change please give news not opinions, having
said that people have high hopes on Lallantop 🙏",1
"Dada Ranu Mondol maap er bairer mal....oke niye alochona kora tai bekar time
nosto kora.....chara r ki6u noy",1
154 Gaylords disliked the video....,1
"@danny nordes actually I was unable to convey my feelings with my comment
I hate veerey di wedding..even more than Kabir Singh
But neither was vdw able to Garner such a box office collections and was badly
roasted by almost every other film review
But Kab",1
Respect others..,1
"I’ve following you since then, but today I would like to ask. Were you
speaking in the same way (gali galoch language) since very begging or Anurag
Kashyap movies like Gangs of Wassepur has affected you bro? This is not
acceptable that you teach us these communication etiquette that its cool to
speak this way.",1
"Feminist mean the equal right of women and men , why people take it wrong way",1
"Liberal has rights, others have wrong ???????😢",1
"But the way you speak is more harsh and much*d than kabir singh... yes I agree
to some extent",1
"she deserves this ! hope she burn in hell...spare of thought for this guy
though...his life is spoiled :(",1
"Yeah sir Ur right ,even I came across some feminist liberal YouTube channels.
Any one who watched Arjun Reddy or Kabir Singh the director tried to keep it
raw .He clearly didn't try to portray an ideal hero ,the hero in this movie
has several flaw and that's the beauty of this movie. Liberal can neither win
election nor they can influence by their biased review . public sab janti hai😁",1
"And by talking about real man? Did you mean real man don’t cry or don’t feel
painful from the hurtful situation ? These things are not clear? You just
don’t liked the character portrayed and you are making blanket opinions.",1
I disageee with you on this one..,1
**Korean dramas are way better and logical than Kabir singh**,1
"One thing is clear. Criminals are not born they are produced through Legal
Terrorism. Any innocent person who has been victimized because of misuse of
law can become this. Law system is needed to be amended, otherwise every new
born in India can be called a cursed child because system. You never know that
kid may suffer due to Legal Terrorism. America has given the guidelines to its
citizens(NRI) that beware of certain things when you are going to India. Look
this is called Human Respect.",1
"Arundhati Roy is a female. When census people come to her she should tell her
name as ""Kungfu Kutia"" not ""Kungfu kuta"". At least should have knowledge of
gender.",1
"@S Srikant Patnaik having a sick mentality and having the grasp of reality are
two different things my friend. In a society where patriarchal values r deep
rooted & most of the young males r brought up with a sense of superiority,
their ideas about the fe",1
Family of ranu - attitude of ranu's family= 0,1
"The problem lies in the fact ki banda pyaar me dil todwaane ke pehle bhi waisa
hi tha. Random slaps are not heroic whether coming from a man or woman and
there is no consent at knife point.",1
"Dislikes are coming, DISLIKES ARE COMING! I'm enjoying this hate towards this
film, that hate is what keeps us driving on to make more such videos and enjoy
on these femnists and libatrds anger and irritation.",1
"I'm not Trying to be Feminist or So-called Liberal but Cinema influence
Youth... I don't say dark character should not be shown in movies but showing
its consequences is necessary too...  
The problem with kabir singh is not with the negativity of the character, but
with the people buying into the negativity. People are proclaiming him the
HERO and is glorifying him as an inspiration!  
Kabir treated Peeeti as his Toy, his 'Bandi'. Kabir at no point asks preeti
for her consent regarding his forcing her to be into relationship with him,
which can mislead many men too, even lots of girls will find it cute too..  
Imagine a Kabir Singh in your Life!!!  
My Problem is not with the movie or character but the character is so real
that it can lead to birth of so many Kabir Singh in real life which is
regressive to the society..  
The character is celebrated as a romantic lead which is dangerous if subjected
to real life, people are finding his actions , his abuse, hus anger cool.. his
negativity is celebrated but thats really wrong.. his character is so real
that it can provoke men in our country...  
Kabir Singh is a masterpiece, Acting is Fabulous, but In reality I don't
support such person, but today's youth especially boys will consider this cool
& heroic which is a threat..  
Also if you guys have any problem with my opinion... Watch the episode of
'Satyamev Jayate' on Masculinity... maybe it may open your eyes.",1
