Sentence,Category
Dr. Shah Faesal talks about the ridiculous highway ban that'll be imposed 2 days every week. As @sofireyaz said these look like deliberate attempts to alienate Kashmiris so as to ensure a poll boycott that will benefit the centre's representatives,CAG
"Pak seems to deliberately invite Indian Army for a surgical strike to trap our SF . The recent incessant provocation is part of a preplanned trap, to let down us globally. Indian Army Chief must be cautious to undertake yet another  surgical strikes. Strikes r must ...but execute the way beyond their expectations..Of course we can.....",CAG
"There's something deeper that's not meeting the eye, for now. 
If sectorial events (referring to TCS results) do get into the boards to replace people, then TCS is the culprit, for, they failed in creating any Value. 
Anyways, disturbed with this news story. I even heard that SP are considering legal actions. 
Hope Tatas gain their strength now and retain their trust. 
Please be transparent Mr.Ratan Tata.",NAG
They are worse than Taliban terrorist backed up and blessed by current regressive government... Leading nation at global level. Only solution is execution of Cow-ward terrorist the same way how they did to other. Otherwise India is already in dark ages.. from developing nation to under developed is proof where we are at global level and where we are heading.,OAG
This comment section made me really really happy. People actually know Anna now. He is just a puppet of BJP. He is jealous of AK and tried to harm him in every way whenever possible. It's the 'sanskar' of AK that he hasn't talked bad about Anna till now.,OAG
"Why isn't it? Grown ups can have consensual sex & even live together if they
want",NAG
We will get revenge as soon as possible. Just wait and watch.,CAG
"For earn money with ur android phone...Download chamcash app from play store and Register it.
You can earn money upto 25000/month.
So,After register enter the 5488155 as your sponser id,
you are done....Best Of Luck....ÃƒÂ¢Ã‚ÂÃ‚Â ÃƒÂ¢Ã‚ÂÃ‚Â ÃƒÂ¢Ã‚ÂÃ‚Â ÃƒÂ¢Ã‚ÂÃ‚Â ",NAG
Not actually they r suffered we small businessman also in dis list no industry no infrastructure,OAG
Bhot accha sir u changed my point of view for this moviÃƒÂ°Ã…Â¸Ã‹Å“Ã‚Â²ÃƒÂ°Ã…Â¸Ã‹Å“Ã‚Â²,NAG
I watch movies after your reviews always. It saves my money. ÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ‚ÂÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ‚ÂÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ‚ÂÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ‚ÂÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ‚ÂÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ‚Â,NAG
"@Sandeep Meena Bible is the only word of God in this world that changes
lives...Bible has built the most developed countries of the west and has
contributed to the progress in science and technology.... without Bible there
would be no scientific developme",NAG
"Brother please talk about the character Arthur from Joker movie..  
Becz the character deals with alot of problems.. that i do feel like I do!  
Please do!",NAG
"I support CAA and I appreciate Arnab for his efforts.... But for God's sake,
this Nupur Sharma is an embarrassment. There is no need to comment on
someone's accent and parrot on about something that's not related. It's
basically heckling the other panelists. If the BJP is losing in different
states, one of the reasons can be attributed to this attitude by buffoons like
her.  
  
We shall win over these illiterate morons who haven't read the CAA. Rahul
bhakts are just like their master. Expose them. CAA is needed for us.",NAG
Beef is eaten by  members of all communities in Kerala.Their numbers may vary. The choice food is the individual preference . No organisation has the right to interfere in that.,CAG
"I don't like movies like ""four more shots"", ""lust stories "" ""veere di wedding
"".. infact these movies are drugs to the girls in my POV  
But i have a few questions against this movie as well..  
Why did kabir warn the other boys to date her before asking her consent? What
if she did not like him? What if she did like someone else !",NAG
His speeches show the situation is out of his control!! & he has no clue what move to make next!,CAG
What a good reply,CAG
Great review,NAG
"karan, you are exactly what she said. you allowed her views to be aired. that does not make you great. it just shows you are a thick-skinned , shameless rogue of bollywood industry.",OAG
Superb Review #$hwetabh bhai......ÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ…â€™ÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ…â€™ÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ…â€™ÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ…â€™ÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ…â€™ÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ…â€™,NAG
Jayalalitha was a great inspiration for all mordern day women while Cho is an inspiration for all the mordern day journalists and media reporters. We are really missing these two great icons. They are the policy and thought soul of Tamil people.,NAG
Say,NAG
Very funny ÃƒÂ°Ã…Â¸Ã‹Å“Ã…Â½ÃƒÂ°Ã…Â¸Ã‹Å“Ã…Â½,NAG
Have you seen @hasanminhaj's @patriotact episode on the Indian elections? Pretty f___ing amazing. Makes you realise how little we use comedy or political satire in India. Thanks @ambesh_tiwari for reminding me to watch it!,NAG
ÃƒÂ Ã‚Â¦Ã¢â‚¬Â ÃƒÂ Ã‚Â¦Ã¢â‚¬Â¡ ÃƒÂ Ã‚Â¦Ã‚Â²ÃƒÂ Ã‚Â¦Ã‚Â¾ÃƒÂ Ã‚Â¦Ã‚Â­ ÃƒÂ Ã‚Â¦Ã¢â‚¬Â¡ÃƒÂ Ã‚Â¦Ã¢â‚¬Â° ÃƒÂ Ã‚Â¦Ã‚ÂªÃƒÂ Ã‚Â¦Ã‚Â°ÃƒÂ Ã‚Â§Ã¢â€šÂ¬ÃƒÂ Ã‚Â¦Ã‚Â®ÃƒÂ Ã‚Â¦Ã‚Â¨ÃƒÂ Ã‚Â¦Ã‚Â¿,NAG
@AamAadmiParty @ArvindKejriwal @RahulGandhi should stop fooling people that they want to defeat Modi/BJP/RSS. They all dont have national intertest in their heart but narrow political gains. Leaders don't want to learn from Germany,OAG
1st,NAG
"@Herbert Paul constitution doesn't give freedom to unlimited FOE and treason.
First read the constitution then comment.",NAG
"if she was a beggar how can she know English,,,,, and her attitude, o my god
its too much",NAG
"Who are these sus scofa supporting AR? We gather all these secularvengers, put
them on a plane piloted by Owaisi and send off towards The Indian Ocean. Guess
who would be the air Hostess?....Mamata Mufti , Kavita Khalid, Arundathi
Andrabi, Kannimozhi Khalifa. The toilets cleaning contract must be awarded to
Kamal Nath, Ashok Gul Ghelot, Rahul Rashid, Kamal Hassan. Happy landing.",NAG
@tweepshikha: shahid afridi is the rekha of pakistan. not aging a bit #cwc15 #indvspakhahaha!,NAG
look at your party's principles and actions also. can they be called secular and in the interest of the country. we find more communal riots in periods of pseudo-secular rule. why?,CAG
@Azam khan Dog spotted ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â€šÂ¬,OAG
Main issue with jio is network and data speed ..As compare other tele brand company,OAG
Now he's giving his best to just some how get in to Delhi. This mf had formed KJ. Poor Delhi had suffered a lot. In history it was Mahabharata and now Kejriwal ÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚ÂÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚ÂÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚Â,OAG
Hii,NAG
nic bro,NAG
Idiot 10/11 bjp in majority.......,OAG
"This ""President"" of the INC should be thrown out first for his profane and nonsensical utterances in the course of the poll campaign. He tried to match Pappoo sentence for sentence in absurdity... and the result is there for all to see !!",OAG
Any one who's from Kashmir or lived there for a long time will tell you his/her experience of showing their ID card. Here's an account of my daily life growing up in Kashmir during 90's. The process of proving my identity would start from the moment I left the house for school,NAG
BC 2 thappad Arvind Kejriwal k bhi Mardio Kumar Vishwas woi tha jo JNU me yahi logo ki azadi k narey lagane wale lafango ka saath dene gya tha aur defend krrha tha un kutto ko,OAG
"Watched Arjun Reddy. Didn't feel anything as film campanion said.  
  
Movie was way too long but acting of every one was so intense that I couldn't
get away.",NAG
awesome spell from @ashwinravi99 #ind 25 runs &amp; 4 wickets cool #cwc15 @cricketworldcup @bcci #indvsuae #uae,NAG
The most true man I have ever seen in my life,NAG
"As always you nailed it . Bro please make a video on value of relationship(
family ,friends ) value of life and responsibilities .",NAG
Future looks bleak for India as hindutva forces are ruling the country they want to make situation like Syria and Burma to make muslims refugees in there own country for a petty reason how can riots happen and muslims are told to leave village,OAG
My mother and #Harvard taught me to work hard: #chidambaram,NAG
Indian express editors don't you have any other issues to ponder upon. Why you people are always focusing on the negative side or irrelevant issues.,CAG
thats why gujrat had bhukamp in kucch when he was CM,CAG
"It would be great if you could regularly share some books/movies/short films
that are constructive in nature, some or other ways of entertainment.
I remember you starting a book club, 'Homo Sapiens' was the book, we need some
more initiatives like that.
Much love, support and respect like always!",NAG
Go migtow,NAG
Porki beggar terrorists pigs crying they need burnol ..proud on u akki,OAG
Think so u have read Quran Anurag Mishra,CAG
"24/7 stoned & drunk, a vermin to her kids , friends , family and societies.
they can neither swallow nor spit out this muck.",NAG
PM cant help his own wife noe he can divorce her. What can he do for a muslim women?,OAG
"@Hardik Karelia look at his eyes.... he's thinking too much before talking,
pausing too much, pronouncing half/blurry words, repeating same things, same
narrative, and he is kind of angry and impulsive...too many cuts..  
Content is definitely awesome as ",NAG
Satyam Bora please read that whole article,CAG
Joke of the day from a joker from Jokistan. Couldn't stop laughing. ÃƒÂ°Ã…Â¸Ã‹Å“Ã‚ÂÃƒÂ°Ã…Â¸Ã‹Å“Ã‚ÂÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡,CAG
"""bizzare economic policy""

Shall we start talking of demonetisation?",CAG
Nonchange,NAG
"Rohitji please stop Congress spokesman,because every debate they are disturb the debate, they already exposed by Indian people, why you are given them importance?",CAG
#indvsuae uae ka india ko jeet k lye 103 runs ka target + #ausvnz new zealand ne australia ko 1 wicket se shikast de di #worldcup2015 #cwc15,NAG
another Jumla from Bhartiya Jumla Party.,CAG
Loved this video ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡,NAG
Experiencing the reality of a police station for the last 12 hrs. Supreme Court guidelines not followed in my own case,CAG
"Gandhi Killer Ram (Nathu) Temple in India......

Big Shame 4 India........",CAG
What has your Indian Govt done to stop fascism in India ?,CAG
Govt and banks are cheat,OAG
"Nifty will go to 7700 , that's the time to buy",NAG
i like ur review.,NAG
"This is very true..Along with the Society, Even the MNCs feel, that talent lies only in the IITians and so they only prefer them instead of choosing the even more talented non-IITians.. Not to forget, even IITs have a caste-based Reservation while giving admissions",CAG
Msd can beat Aus.but u can't virat in any format!,OAG
Very long vedio.. Pls make short 6-7 minute video,NAG
"It is ur dream.
Your parents were also see like dreams",CAG
RX100 MOVIE REVIEW,NAG
It is easy being a radical Left or a rabid Right. Being a centrist party and that too without a cadre is never easy. And yet that's what India has chosen for 55/72 years since Independence,NAG
"@PixelTrik You are the only smart one here,well said ÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ‚Â People only bitch about
Indians but art impacts society in every culture.",NAG
What about super 30?,NAG
Oh really,CAG
That's right,NAG
"Tez, You better watch out!!! Hero is on his way ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Â¦",CAG
He should be thrown out of parliament this kind of Iragonce is unjustified a law maker Kill's the law boot him out of parliament,OAG
Llovu,NAG
nic,NAG
I love your critical thinking how you focus on details keep it up bro,NAG
Extremely worse,OAG
The worst thing about election travels is confronting the horrible reality that it is going to be decades before Indian towns stop resembling vast garbage dumps,CAG
"Dear friend not one not two but there are temples everywhere in kashmir.
They are all safe !!!",CAG
Showing mutilated bodies of soldiers is just disgraceful. Why would you even ask that?,OAG
Krk when born he mistakenly drop by doctor and he hit the deck by head side ...that's why he is abnormal ...so ignore this poor Krk...he even don't know why he is born ...!,OAG
Filmy Deewane I totally agree,NAG
Do one on joker movie,NAG
"Also name caste,community, blood group of all topers.",CAG
World 6th largest economy with 300million people still living below poverty line...what a joke.....,NAG
most one-sided rivalry in world cup: 7-0 pak v sl 6-0 ind v pak 5-0 wi v zim 5-0 sl v zim 4-0 ind v ken #cwc15 #indvspak via @rgcricket,NAG
"The illness is in your mind. Take art for art sake, you will be fine",OAG
"His own wife wants to live with him. He is not calling her back. And you think he will help you. 

http://zeenews.india.com/news/india/pm-modis-wife-jashodaben-says-she-wants-to-live-with-him_1502606.html",CAG
I am happy that I was right that economy is not an overpowering factor if Hindutva and anti corruption are the campaign issues. So we escaped incompetent macro economic performance. But if economy collapses then it will become an issue,OAG
Communist parties killed lacks of opponents in WB in 35 years ruling????? ?,OAG
We have enough support already . Turkey isn't our ally more like a traitor & have come to solve Kashmir issue lol,CAG
(Can they draft a new binding oath for MPs) @timesnow: After completion of 1 month in power BJP conducts a 2 day orientation prog for its MPs,NAG
You should not take this guy seriously.After all his only contribution is producing three children.,OAG
Being honest - i didn't get even a single letter,NAG
"His career is in the declining stage now . Out of frustration, he speaks this illogical and communal stuff .,",OAG
Anna hazare has been a RSS agent always...,CAG
The problem with the world is that the intelligent people are full of doubts while the stupid ones are full of confidence. ~ Charles Bukowski American-German Poet-Thinker,NAG
"Suspected ISIS??
What is wrong with these pseudosecular press...
Shame on #IndianExpress",OAG
"I am a big fan, Pratik Bhai love from the USA ÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚ÂºÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚Â¸ÃƒÂ°Ã…Â¸Ã‹Å“Ã‚Â",NAG
"according to your perspective. now imagine a girl living in UP or Bihar where
the conditions are already worse for women there. Further movies like this is
promoting this agenda in those regions can make a life of women a living hell.",NAG
Wonderful ÃƒÂ°Ã…Â¸Ã‹Å“Ã‚Â,NAG
"true he said,,noise pollution",CAG
"Where did he attack kejriwal ?? 
Where
Indian express kitne saare mai bik gaye??",CAG
Modi ji now act do not follow congress path nation wants result,CAG
Thank you so much ÃƒÂ°Ã…Â¸Ã‹Å“Ã‚Â,NAG
@M M MAHFUZ REZA as your wish mahfuz,NAG
"Why is this video not trending where as the video ""not a film review is"".
Thankgod someone spoke for the good in Kabir Singh.",NAG
To some extent he is right....but it's applicable to all religion not only Azaan.,CAG
"N let me tell u ...u r not awesome , u r flawsome kind of guy ...go and get a life.",OAG
Aashu Chopra Hii,NAG
"Naveed shahid, such victories are to be seen as a lesson for Pakistan to stop roguery and twisting the truth... we are not gleeful, we are sombre in our victory and just wish to bring our innocent countryman back unharmed..",OAG
His songs aren't doing well so as his brain,OAG
"Bro can u please review gta v because it's characters are great and story is
also great especially Trevor Phillips a character like kabir singh",NAG
Anna what the #### r u doing. Why no protest now,CAG
They are both pretty what is fkin wrong with you guys,OAG
HiÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡ÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚Â£ÃƒÂ°Ã…Â¸Ã‹Å“Ã†â€™ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¾ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Â¦,NAG
Top Sameer punjabi hi,NAG
"I'm not a liberal or a feminist...I do none of the things mentioned by the
chap in the video...but, sorry to say, Kabir Singh, is an absolute bore  
Really not sure what traditions Kabir Singh is promoting. I don't know what
this chap is going on about",NAG
No to homophobia,NAG
"Communist favour For CHINA,  Congress favour for SONIA , Sonia favour for VATICAN, ovasi favour for Arabians .",OAG
Neither pakistan is a ideal country nor doggy singh is ideal leader.....,OAG
@bcci #indvsuae http://t.co/bnmgzny1px....good news best of luuk team india.,NAG
An elected government is BY THE PEOPLE. Only when it does not work FOR THE PEOPLE criticism and censure is warranted. Motivated groups spewing venom all the time has nothing to do with DEMOCRACY. #SadhguruQuotes,NAG
gur meher kaur where r u????? can u tell me who killed our 2 jawans now?????? pakistanis or their guns?????,CAG
Who the heck is he?,CAG
If you sing vandemataram and killing innocent people will not count as a nationalism. leave the hate speech like this and try to unite all people for the strong India.,CAG
Hilarious! Raj Thakre on 'Canadian journalist' Akshay Kumar's 'non political' interview with international Actor Modi. Most important Q in interview: 'Modiji aap aam khate hain? Choos kar ya kat ke?,OAG
Govt policies implemented by civil servants and yet they are the ones most corrupt. So how can Modiji policies succeed? EG Bank managers taking a cut and converting black money to new notes by crores. No wonder there is no new notes for general public,CAG
Thanks to Delhi police because they are not students they are anti national only believe in dirty politic and nothing else,OAG
Differences aside we must always hold on to the great Indian spirit of brotherhood and common goal of a better India,NAG
Look who is talking :P,CAG
Who cares what feminists says!,NAG
"Exceeding of reservation above 50% will be banned by supreme court .so shut up fools.And if you all want reservation,then don't talk about not living in a developed country.",OAG
hahahahha u nailed it sir,CAG
Dude atleast trim properly,NAG
"What wrong he spoke  simply I dn't understand those who are trolling him. Disturbing  very badly others by name of God ,is it reasonable?",CAG
"Trend of shortening names has begun. Narendra Modi called ""Namo"". Rahul Gandhi called ""RaGa"". Harish Goyal and Mukesh Tomar just quit politics",CAG
cnbc tv 18 you are been awarded with coffee mug for bringing this news,NAG
Shame,OAG
Prithvi Setty ohhhh.....lathi charge is the democracy you are talking about ??.... and you should be from AD4000.....right,CAG
govt should deport her to some peace loving islamic state,NAG
"Opposing Lokpal Bill. 
Allowing Anonymous funding by Companies without any limit. 
BJP reverses stand on bringing parties under RTI
Removing Information Commissioner M S Acharyulu from HRD after allowing the inspection for Modi's Degree. 

Still think BJP is pure?",OAG
"I did not see the movie. I am proud of it. Stay away from flimsy propaganda.
Focus on your career, parents, society and country. Rest all is illusion.",NAG
l&t housing fin wt to do sir hold 4 lots??,NAG
Hahahahhaha ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡ÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚Â£Arnab Goswanmi and debate. Hohoho. What a joke,NAG
"Khyati Mehra many cases are there ,where women feel nausea due to their male colleagues . Kindly check, first",CAG
"Sonu nigam is facing mentally problem's
So ignore this guys",OAG
Sonu Nigam is right... I support him...,CAG
"You must have noticed so many guys who did tiktok videos on kabir singhs
violent character as they are very insecured about their masculanity",NAG
"U r jealous with other singer dat doesnt make u sleep ÃƒÂ°Ã…Â¸Ã‹Å“Ã‚Â´ 
Go beg for some work u will find peaceful sleep n try not to creates riots by ur words u r known celebrity it doesn't make u to speak about any religion n dat jst for publicity u creep mind go n consult to psychiatrists n get ur treatment done",OAG
God has more creative things to do than a negative one which make  people suffer. Modi is perhaps incarnation of evil on earth with Amit shah as aide.,OAG
Baby,CAG
Democracy will succeed only when people remain aware and alert,NAG
Its better he doesn't talk maun vrat...... is better for him,NAG
@ultratechcement #issgamekijaan #indvsuae its gonna be kohli again :),NAG
NDA is committed to the welfare of the hardworking sugarcane farmers,NAG
Sarkar fail conges fail bjp fail. Kaha he 1sir ke badle 10 sir kahahe Pakistan ke. Indian Army come on,CAG
Rightly said dude,NAG
400 lakh crore in swiss banks and world gdp is 78 trillion $ and our country temples treasure is more than 78 trillion $ So why hunger in india if you a true indian send to 10 people and stop corruption and hunger of this nation please,NAG
Red Salute Comrade #KanhaiyaKumar #StandWithJNU #JNUonHungerStrike #NeverSettleForSomethingVictoryOrNothing https:// youtu.be/E4B--VNDqCA,NAG
#KRK is happy because this video broke his records of taking cuss words.,CAG
Our comrade @kanhaiyakumar speaks in Begusarai 100kms east of Patna (Bihar). Comrade is candidate of @cpofindia and of the Left. Please listen: https://youtube.com/watch?v=tRamid231Mo. Onward he goes one more campaigner building national anti-Modi wave. As they say in Kerala #PoMoneModi,CAG
Acting.. Direction..Music. Back ground ch .. Screenplay ch sanga na,NAG
We need mens in the army not gay,NAG
hahahhaha...look who's talking about respect..what a man .....ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡ nd i don't want to Judge u coz u r also show ur third mentality cheap people don't believe u r human being....,CAG
@jpx0007 @ArvindChaturved : Lion hearted people always do ekla chalo re> Only hyenas attack in a pack,CAG
Any woman who covers her head can testify that this happens quite routinely at airports and other facilities that require frisking. Instead of using non-intrusive methods like metal detection authorities tend to use humiliating intrusive frisking of religious headgear,OAG
She did not know anything about acting,CAG
"This is insane. Indian politicians make a lot of noice without making any
concrete action against Arundhadhi Roy. What is the problem for not putting
her behind bar? You have already listed all the crimes she had committed.",NAG
"Will some one tell here that if it was through mortar fire or gun fire from accross the boarder or LOC....how come the bodies were mutilated????? They were hit from a distance ...right...
or Indian Army is accepting the fact that Pak army cross the LOC and killed their soldier...???
Question is it means that it was a real surgical strick from Pak ...
and it has been happening continueosly for quit some time ...how could you cant protact yiurself ...?????? Pathetic Army #Rapendian Army",NAG
Good job.,NAG
Next step should be the introduction of accountability and discipline for government servants in centre and more so in states.,CAG
"I m from pakistan  
Koi pakistan se girl ho to wo mujhse contect kry but i m not lesbo..bs bht
sari dosti or thora thora pyar ho..koi ho to ajao plzzz my dear friend. ÃƒÂ°Ã…Â¸Ã‹Å“Ã‹Å“ÃƒÂ°Ã…Â¸Ã‹Å“Ã‹Å“",NAG
[5:28](https://www.youtube.com/watch?v=HQ3P2n5q6d8&t=5m28s),NAG
@kush_katrina #indvspak match ka wait krte hue guzra.. or aapka?? :p ;)),NAG
yeh batting hai thakur! ball de de mujhe! #indvspak,NAG
well done,NAG
Great videoÃƒÂ°Ã…Â¸Ã‹Å“Ã‹Å“ÃƒÂ°Ã…Â¸Ã‹Å“Ã‹Å“ÃƒÂ°Ã…Â¸Ã‹Å“Ã‹Å“,NAG
Are we not human don't we have feelings...  People like you have dehumanized us to the extent of not even letting us feel...,CAG
Haters gonna hate...@pseudo seculars....Pseudo seculars are  the most dangerous people now. Days...Indian Express is the most vulnerable to people's unity...It's the most pseudo secular news channel..,OAG
Joker was a great film...I'm pretty sure shwetabh will give great review,NAG
"Will see unprecedented growth across airports in 3-5 yrs, will need a lot more infra: Kapil Kaul",NAG
"I'm so glad I watched this video... everything I thought about the movie
matched with his review...loved the review...every bit of it was on point.",NAG
Drama,CAG
Please tell us your story how you become slave of Modi And BJP,NAG
"""saving is injurious to health ...where you save cholesterol , hyper tension, all life style disease ....while saving ...""ha ha ha .......",CAG
Lol ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Â¹,NAG
"2ndÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Â¦  
Syd 1st hiÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚Â£",NAG
Killing people be it Sanghi or Red can't be an affair of a particular state. The Left must be made accountable for the killings.,CAG
Very good meeting with Railway Minister Sadananda Gowda on Kerala's proposal for a Rapid Rail Transit Service between Thiruv'purm & Chengannur,NAG
Chara chor spotted,OAG
"Sir , fact is that secular dynamics of this country is fast changing  & present setup is set to disintegrate this country.",OAG
"Do you know what the Lokpal was supposed to do ? It was basically planned to be a machinery to stop curruption effectively. Well, when did you last hear about curruption from the govt ?  Bhai, agar koi sach much accha kaam kar raha hai to accept karna hi chahiye na ?",CAG
Dumb vivek i was being sarcastic because modiji had compared a state with 100% literacy to somalia.,OAG
"THANKS  MR RANJAN  AND  RAKESH,  SASI THAROOR  IS  PROVING THAT  HE  IS  JUST ANOTHER  SO-CALLED  ""PSEUO-INTELLECTUAL""  AND  ANOTHER  HUMAN  SLAVE  AND  ROBOT    AND  NOTHING  SPECIAL ABOUT HIM!",OAG
4 hrs remain to #indvspak esss bar phorenga kyaaaaa...... #patakhy,NAG
Sonu nigam...this precious azaan has came to us after lot of sacrifices of our Beloved Prophet(Peace be upon him) and his Followers (may God please with them) so kindly don't think negatively it is better for u..no one can stop Islam coz its a religion given by God through our Beloved Prophet (PBUH).,OAG
"Very sad to hear these kind of words from her. You are very write to say that the time one spends with her child is most precious but you are forgetting that every working mother is trying to also spend quality time with their kids and fulfill their essential needs, which in your case is not a matter of concern.",OAG
@Sonal Sony I m from cg n u,NAG
I experienced deeply spiritual and emotional moments while paying obeisance at #SriDarbarSahib,NAG
It shows that relugion is not behind terrorism in india it is unemployment. In our culture after death we forgive all his deeds My request to take his body and do last rites accordin to our rrlogion.,OAG
Old man needs to retire.,CAG
Modi believes in planted interviews with planted reporters-editors to avoid tough questions.To face tough questions one needs Open mind,OAG
"Good job, keep going sir, don't stop this tsunami against corruption and black money.",CAG
"Sorry dear, our Feku is going to celebrate Nawas Shariff birthday in Lahore.",CAG
THIS REVIEW IS 10 ON 10ÃƒÂ°Ã…Â¸Ã‹Å“Ã‹Å“ÃƒÂ°Ã…Â¸Ã‹Å“Ã‹Å“ÃƒÂ¢Ã‚ÂÃ‚Â¤,NAG
Good. Rather they should be treated as criminals.,OAG
okay then go and compare.  all bhakt willl happy for your effort,CAG
Very good review,NAG
Jo bhi ho. I cant support kabir singh.,NAG
men sutra view on big boss?,NAG
In India democratic transition happened through world's largest elections. Our PM @NarendraModi wished UNEA session a grand success,NAG
"I haven't seen the movie but your review convinced me to actually NOT watch
the movie...",NAG
Pls don't go to vote! That being based on choice of your party alone!!!,NAG
"Bjp got 80 shiv sena 84, it's not a massive win Indian express ... I know you hate bjp .. but please.... don't go crazy",OAG
Your right,NAG
"Homosexual will not allow in army.  
Becoz homosexuality is one of the major coz of sexual diseases.",NAG
You really want to spoil such masterpieces?,NAG
Serious issue thanks to shewag responded immediately. Politics entered in education system. It is serious thing. Nobody condemning for their own interests. Future of Indian youngest generation will be dark due to poison thinking. Is these are ache din.,CAG
We just killed 7 of your mughal blooded barbarians. It's not even a beginning.,OAG
Anna ji u stil hv time y don't u join #bakwasjumlaParty may b dey appointe u as presidential candidate ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡ ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡ ÃƒÂ°Ã…Â¸Ã‹Å“Ã¢â‚¬Å¡,CAG
"I didn't watch it.
Yet
And I am not interested no more.ÃƒÂ°Ã…Â¸Ã‹Å“Ã…Â½",NAG
dede i love u ÃƒÂ°Ã…Â¸Ã¢â€žÂ¢Ã…â€™,NAG
Rahul ji is constantly interacting with the youth. He is sharing his views about jobs crisis importance of skills about aspirations of youth n issues which are of real concern for them. Importantly he is open to questions and is answering them. #RahulGandhiStudentsInteraction,NAG
yayaaaa one last... :d #indvsuae,NAG
Haha this guy doesn't know he is protecting snakes.,CAG
An appeal is bad when it is sex appeal,CAG
"Even lgbt people have their own standards lol ...I'm gay but you will never
find me drooling over boys in public for mere pleasure... And also I have a
type.",NAG
In bog trouble?lol...do some research first,CAG
"Dear NDTV, it's not the responsibility of a doctor to supply an ambulance. It is the responsibility of administration. Stop raising hatred for the doctors.",OAG
"Instead of being a successful woman professionally, be a successful mother, wife, daughter.",OAG
"@rahulkanwal quite natural hain jee :p...#chakdeindia #indvspak #indwins , kabhi naa tootega yeh, see u on 2019 :p, :)",NAG
"""Even Theresa May felt compelled to say, despite Brexit, that it was in the interest of the US to have a strong Europe as a partner.""",CAG
Respect,NAG
Here is a Prime Minister of world's largest democracy who refuses to address press conference in five years. He finds time to interact with a Bollywood actor during busiest time - poll campaign,CAG
Rahul Gandhi's new recruit much like him thinks Hinduism is the most VIOLENT religion. What make Congress such a natural choice for all Hindu haters?,OAG
Today was the final round of the Bharat Vijay 3D rallies. In all the rounds I addressed people from over 1300 locations across India,NAG
"I watched almost all your movie reviews and videos but in those movies you are
saying smoking and drinking is the symbol of poor lifestyle and I agree that
200% but not here Why????",NAG
Azam...hazam you porkistanis keep ur gutter mouth shut,OAG
"Aliya no daubt 
Mahira look like Aliyas mother",OAG
yes......law only for poor man...........,NAG
Ha ha ha - so many burnol comments - shameless fellows hv to look at the loots of millions of dollars by Cong all these 70 years of rule- bloody corrupt family and the followers,NAG
Jagran also a very much noisy,CAG
"""If you think education is expensive try ignorance.""",NAG
@mahekchahal @thegautamgulati countdown begin for big match #indvspak or pak ka mauka nhi ayega . http://t.co/bff9qre6rs,NAG
